"";"sample.id";"year";"month";"day";"station.id";"lat";"lon";"depth";"sex";"maturity_stage";"age";"length";"ungutted.weight";"gutted.weight";"liver.weight";"gonad.weight";"species"
"1";62834;1994;3;11;82;64,2613333333333;-24,81425;171;"M";1;NA;20;81;78;NA;NA;24
"2";62834;1994;3;11;82;64,2613333333333;-24,81425;171;"F";2;NA;24;136;129;NA;NA;24
"3";62835;1994;3;11;83;64,3774166666667;-25,03;213,5;"F";2;NA;35;543;525;NA;NA;24
"4";62838;1994;3;11;86;64,1415;-24,9684166666667;191,5;"F";2;NA;35;473;446;NA;NA;24
"5";62838;1994;3;11;86;64,1415;-24,9684166666667;191,5;"F";1;NA;24;150;145;NA;NA;24
"6";62838;1994;3;11;86;64,1415;-24,9684166666667;191,5;"M";2;NA;23;131;126;NA;NA;24
"7";62839;1994;3;11;87;64,1454166666667;-24,81925;195,5;"M";2;NA;29;263;256;NA;NA;24
"8";62839;1994;3;11;87;64,1454166666667;-24,81925;195,5;"M";2;NA;33;349;338;NA;NA;24
"9";62839;1994;3;11;87;64,1454166666667;-24,81925;195,5;"M";2;NA;32;324;314;NA;NA;24
"10";62839;1994;3;11;87;64,1454166666667;-24,81925;195,5;"F";1;NA;36;492;478;NA;NA;24
"11";62839;1994;3;11;87;64,1454166666667;-24,81925;195,5;"M";2;NA;31;299;288;NA;NA;24
"12";62784;1994;3;6;32;63,6185;-23,9955;154,5;"M";2;NA;30;286;279;NA;NA;24
"13";62784;1994;3;6;32;63,6185;-23,9955;154,5;"M";2;NA;27;198;191;NA;NA;24
"14";62784;1994;3;6;32;63,6185;-23,9955;154,5;"F";2;NA;31;357;334;NA;NA;24
"15";62784;1994;3;6;32;63,6185;-23,9955;154,5;"F";2;NA;29;295;280;NA;NA;24
"16";62784;1994;3;6;32;63,6185;-23,9955;154,5;"M";2;NA;27;218;213;NA;NA;24
"17";62784;1994;3;6;32;63,6185;-23,9955;154,5;"M";2;NA;31;321;310;NA;NA;24
"18";62784;1994;3;6;32;63,6185;-23,9955;154,5;"F";1;NA;28;251;241;NA;NA;24
"19";62784;1994;3;6;32;63,6185;-23,9955;154,5;"M";1;NA;23;109;107;NA;NA;24
"20";62784;1994;3;6;32;63,6185;-23,9955;154,5;"M";2;NA;25;149;146;NA;NA;24
"21";62842;1994;3;12;90;64,0991666666667;-23,5306666666667;115,5;"F";1;NA;33;368;349;NA;NA;24
"22";62842;1994;3;12;90;64,0991666666667;-23,5306666666667;115,5;"M";2;NA;36;465;443;NA;NA;24
"23";62842;1994;3;12;90;64,0991666666667;-23,5306666666667;115,5;"F";1;NA;30;277;268;NA;NA;24
"24";62842;1994;3;12;90;64,0991666666667;-23,5306666666667;115,5;"F";1;NA;37;487;465;NA;NA;24
"25";62842;1994;3;12;90;64,0991666666667;-23,5306666666667;115,5;"F";1;NA;28;237;225;NA;NA;24
"26";62842;1994;3;12;90;64,0991666666667;-23,5306666666667;115,5;"M";2;NA;27;223;220;NA;NA;24
"27";62842;1994;3;12;90;64,0991666666667;-23,5306666666667;115,5;"M";2;NA;22;119;115;NA;NA;24
"28";62820;1994;3;10;68;64,5651666666667;-24,6171666666667;245,5;"F";2;NA;33;393;384;NA;NA;24
"29";62820;1994;3;10;68;64,5651666666667;-24,6171666666667;245,5;"M";1;NA;14;22;20;NA;NA;24
"30";62788;1994;3;6;36;63,975;-23,34975;120,5;"F";2;NA;33;360;348;NA;NA;24
"31";62788;1994;3;6;36;63,975;-23,34975;120,5;"F";2;NA;42;550;519;NA;NA;24
"32";62789;1994;3;7;37;63,9891666666667;-23,6126666666667;136,5;"F";2;NA;32;353;337;NA;NA;24
"33";62789;1994;3;7;37;63,9891666666667;-23,6126666666667;136,5;"F";2;NA;34;520;485;NA;NA;24
"34";62789;1994;3;7;37;63,9891666666667;-23,6126666666667;136,5;"M";2;NA;32;345;330;NA;NA;24
"35";62789;1994;3;7;37;63,9891666666667;-23,6126666666667;136,5;"F";1;NA;34;434;419;NA;NA;24
"36";62789;1994;3;7;37;63,9891666666667;-23,6126666666667;136,5;"F";1;NA;35;429;417;NA;NA;24
"37";62789;1994;3;7;37;63,9891666666667;-23,6126666666667;136,5;"F";1;NA;32;323;313;NA;NA;24
"38";62789;1994;3;7;37;63,9891666666667;-23,6126666666667;136,5;"M";1;NA;18;49;47;NA;NA;24
"39";62754;1994;3;4;3;63,1345833333333;-20,5780833333333;301,5;NA;NA;NA;29;295;290;NA;NA;24
"40";62824;1994;3;10;72;64,5560833333333;-23,0780833333333;96,5;"F";2;NA;36;540;526;NA;NA;24
"41";62824;1994;3;10;72;64,5560833333333;-23,0780833333333;96,5;"M";2;NA;37;526;517;NA;NA;24
"42";62824;1994;3;10;72;64,5560833333333;-23,0780833333333;96,5;"M";2;NA;35;386;366;NA;NA;24
"43";62824;1994;3;10;72;64,5560833333333;-23,0780833333333;96,5;"F";2;NA;31;341;326;NA;NA;24
"44";62824;1994;3;10;72;64,5560833333333;-23,0780833333333;96,5;"F";2;NA;27;260;NA;NA;NA;24
"45";62824;1994;3;10;72;64,5560833333333;-23,0780833333333;96,5;"M";1;NA;20;75;72;NA;NA;24
"46";62810;1994;3;9;58;64,9541666666667;-26,30975;167;"F";1;NA;32;399;387;NA;NA;24
"47";62833;1994;3;11;81;64,23875;-24,5233333333333;208,5;"M";2;NA;34;331;320;NA;NA;24
"48";62810;1994;3;9;58;64,9541666666667;-26,30975;167;"M";2;NA;28;271;267;NA;NA;24
"49";62811;1994;3;9;59;64,915;-26,2514166666667;173;"M";2;NA;33;334;322;NA;NA;24
"50";62811;1994;3;9;59;64,915;-26,2514166666667;173;"M";2;NA;36;471;459;NA;NA;24
"51";62811;1994;3;9;59;64,915;-26,2514166666667;173;"F";1;NA;22;106;103;NA;NA;24
"52";62812;1994;3;9;60;64,92525;-25,5766666666667;166;"M";2;NA;27;215;210;NA;NA;24
"53";62815;1994;3;9;63;64,6579166666667;-25,21175;200,5;"F";1;NA;36;571;557;NA;NA;24
"54";62815;1994;3;9;63;64,6579166666667;-25,21175;200,5;"M";2;NA;32;400;394;NA;NA;24
"55";62815;1994;3;9;63;64,6579166666667;-25,21175;200,5;"M";1;NA;31;358;355;NA;NA;24
"56";62816;1994;3;9;64;64,9243333333333;-24,8604166666667;165;"M";2;NA;30;329;318;NA;NA;24
"57";62816;1994;3;9;64;64,9243333333333;-24,8604166666667;165;"F";2;NA;39;744;726;NA;NA;24
"58";62816;1994;3;9;64;64,9243333333333;-24,8604166666667;165;"M";1;NA;31;405;395;NA;NA;24
"59";62816;1994;3;9;64;64,9243333333333;-24,8604166666667;165;"M";2;NA;27;254;249;NA;NA;24
"60";62816;1994;3;9;64;64,9243333333333;-24,8604166666667;165;"F";2;NA;28;754;729;NA;NA;24
"61";62816;1994;3;9;64;64,9243333333333;-24,8604166666667;165;"M";2;NA;36;510;496;NA;NA;24
"62";62816;1994;3;9;64;64,9243333333333;-24,8604166666667;165;"F";2;NA;32;421;407;NA;NA;24
"63";62816;1994;3;9;64;64,9243333333333;-24,8604166666667;165;"M";1;NA;31;324;318;NA;NA;24
"64";62816;1994;3;9;64;64,9243333333333;-24,8604166666667;165;"F";2;NA;32;447;436;NA;NA;24
"65";62834;1994;3;11;82;64,2613333333333;-24,81425;171;"F";1;NA;27;175;170;NA;NA;24
"66";62834;1994;3;11;82;64,2613333333333;-24,81425;171;"M";2;NA;31;319;311;NA;NA;24
"67";62834;1994;3;11;82;64,2613333333333;-24,81425;171;"F";1;NA;24;145;139;NA;NA;24
"68";63000;1994;3;10;69;64,6035833333333;-24,6225833333333;255;"M";2;NA;37;492;477;NA;NA;24
"69";63000;1994;3;10;69;64,6035833333333;-24,6225833333333;255;"M";2;NA;32;336;330;NA;NA;24
"70";44182;1990;3;9;31;64,3016666666667;-24,5065;184;NA;NA;NA;31;280;NA;NA;NA;24
"71";44182;1990;3;9;31;64,3016666666667;-24,5065;184;NA;NA;NA;33;360;NA;NA;NA;24
"72";44177;1990;3;9;36;64,18575;-23,9399166666667;299,5;NA;NA;NA;36;500;NA;NA;NA;24
"73";44182;1990;3;9;31;64,3016666666667;-24,5065;184;NA;NA;NA;42;800;NA;NA;NA;24
"74";44170;1990;3;10;43;64,4455;-23,0964166666667;125;NA;NA;NA;36;540;NA;NA;NA;24
"75";44170;1990;3;10;43;64,4455;-23,0964166666667;125;NA;NA;NA;32;360;NA;NA;NA;24
"76";44176;1990;3;9;37;63,9914166666667;-23,6278333333333;139;NA;NA;NA;28;260;NA;NA;NA;24
"77";44176;1990;3;9;37;63,9914166666667;-23,6278333333333;139;NA;NA;NA;24;180;NA;NA;NA;24
"78";44169;1990;3;10;44;64,57925;-23,6668333333333;135;NA;NA;NA;40;760;NA;NA;NA;24
"79";44169;1990;3;10;44;64,57925;-23,6668333333333;135;NA;NA;NA;40;820;NA;NA;NA;24
"80";44159;1990;3;11;54;63,6125833333333;-23,998;157;NA;NA;NA;27;220;NA;NA;NA;24
"81";44159;1990;3;11;54;63,6125833333333;-23,998;157;NA;NA;NA;26;180;NA;NA;NA;24
"82";44159;1990;3;11;54;63,6125833333333;-23,998;157;NA;NA;NA;18;NA;NA;NA;NA;24
"83";44159;1990;3;11;54;63,6125833333333;-23,998;157;NA;NA;NA;24;160;NA;NA;NA;24
"84";44159;1990;3;11;54;63,6125833333333;-23,998;157;NA;NA;NA;29;280;NA;NA;NA;24
"85";44159;1990;3;11;54;63,6125833333333;-23,998;157;NA;NA;NA;18;NA;NA;NA;NA;24
"86";44169;1990;3;10;44;64,57925;-23,6668333333333;135;NA;NA;NA;35;460;NA;NA;NA;24
"87";315897;2008;3;4;56;65,789;-26,70175;287,5;"F";1;6;29;243;NA;NA;NA;24
"88";315900;2008;3;4;59;65,8183333333333;-26,06275;232,5;"F";2;7;36;520;NA;NA;NA;24
"89";315901;2008;3;4;60;65,8138333333333;-25,79925;206;"F";2;6;38;670;NA;NA;NA;24
"90";315902;2008;3;4;61;65,7720833333333;-25,7300833333333;207;"F";2;5;31;308;NA;NA;NA;24
"91";315902;2008;3;4;61;65,7720833333333;-25,7300833333333;207;"F";2;6;38;619;NA;NA;NA;24
"92";315903;2008;3;4;62;65,72075;-25,3813333333333;165;"M";2;6;29;262;NA;NA;NA;24
"93";315904;2008;3;4;63;65,7655833333333;-25,1174166666667;78;"F";2;6;34;436;NA;NA;NA;24
"94";315905;2008;3;4;64;65,74575;-24,9935;72,5;"F";1;7;35;531;NA;NA;NA;24
"95";315905;2008;3;4;64;65,74575;-24,9935;72,5;"F";2;5;37;713;NA;NA;NA;24
"96";315906;2008;3;4;65;65,816;-24,6964166666667;72;"F";2;11;46;1075;NA;NA;NA;24
"97";315907;2008;3;4;66;65,8205833333333;-24,9430833333333;69;"F";2;9;44;1137,9;NA;NA;NA;24
"98";315907;2008;3;4;66;65,8205833333333;-24,9430833333333;69;"M";1;4;25;171,9;NA;NA;NA;24
"99";315908;2008;3;4;67;65,8305;-24,9925833333333;76,5;"M";1;5;30;304;NA;NA;NA;24
"100";315911;2008;3;5;70;66,1526666666667;-22,9774166666667;127;"M";2;5;40;571,9;NA;NA;NA;24
"101";316103;2008;3;9;72;66,43825;-23,4889166666667;121,5;"F";1;5;33;425;NA;NA;NA;24
"102";316104;2008;3;10;73;66,4815;-23,54275;137;"M";2;5;32;391;NA;NA;NA;24
"103";316105;2008;3;10;74;66,5543333333333;-23,6578333333333;133;"M";2;6;31;366;NA;NA;NA;24
"104";316105;2008;3;10;74;66,5543333333333;-23,6578333333333;133;"M";2;5;32;431;NA;NA;NA;24
"105";316106;2008;3;10;75;66,6686666666667;-23,8255;103,5;"M";2;5;22;121;NA;NA;NA;24
"106";316107;2008;3;10;76;66,55475;-23,9666666666667;170;"F";2;7;34;493;NA;NA;NA;24
"107";316108;2008;3;10;77;66,4379166666667;-23,7996666666667;157,5;"M";2;5;26;181;NA;NA;NA;24
"108";316108;2008;3;10;77;66,4379166666667;-23,7996666666667;157,5;"F";2;7;40;857;NA;NA;NA;24
"109";316109;2008;3;10;78;66,3685;-23,6934166666667;143;"M";2;5;31;357;NA;NA;NA;24
"110";316110;2008;3;10;79;66,369;-23,8483333333333;118,5;"F";2;5;34;NA;NA;NA;NA;24
"111";316112;2008;3;10;81;66,09075;-24,23425;57,5;"F";2;NA;42;986;NA;NA;NA;24
"112";316113;2008;3;10;82;65,98725;-24,52275;84,5;"F";1;5;38;648;NA;NA;NA;24
"113";316114;2008;3;10;83;66,02825;-24,5954166666667;92;"F";1;4;31;337;NA;NA;NA;24
"114";316114;2008;3;10;83;66,02825;-24,5954166666667;92;"F";1;5;29;313;NA;NA;NA;24
"115";316115;2008;3;10;84;66,136;-24,55;108,5;"F";1;4;28;243;NA;NA;NA;24
"116";316116;2008;3;10;85;66,1503333333333;-24,64025;101;"F";1;5;35;483;NA;NA;NA;24
"117";316117;2008;3;11;86;66,1051666666667;-24,9996666666667;110,5;"F";2;5;34;460;NA;NA;NA;24
"118";316117;2008;3;11;86;66,1051666666667;-24,9996666666667;110,5;"M";2;4;24;140,9;NA;NA;NA;24
"119";316118;2008;3;11;87;66,0749166666667;-24,8368333333333;127;"M";2;5;24;149;NA;NA;NA;24
"120";316119;2008;3;11;88;65,9558333333333;-24,9633333333333;109;"F";2;5;35;532;NA;NA;NA;24
"121";316119;2008;3;11;88;65,9558333333333;-24,9633333333333;109;"F";2;7;41;794;NA;NA;NA;24
"122";316120;2008;3;11;89;65,9215;-25,0808333333333;128;"F";2;6;41;916;NA;NA;NA;24
"123";316122;2008;3;11;91;65,8884166666667;-25,5450833333333;148,5;"F";2;6;35;505;NA;NA;NA;24
"124";316123;2008;3;11;92;65,9298333333333;-25,8148333333333;191,5;"F";1;5;34;513;NA;NA;NA;24
"125";316124;2008;3;13;93;66,10325;-25,7965833333333;171,5;"F";2;5;26;183;NA;NA;NA;24
"126";316125;2008;3;13;94;66,0543333333333;-25,7441666666667;186;"F";2;9;38;596;NA;NA;NA;24
"127";316126;2008;3;13;95;65,9815;-25,823;190;"F";2;5;24;152;NA;NA;NA;24
"128";316129;2008;3;13;98;65,9911666666667;-26,2025833333333;249,5;"M";2;5;29;277;NA;NA;NA;24
"129";316127;2008;3;13;96;66,0174166666667;-26,109;203,5;"M";2;5;28;239;NA;NA;NA;24
"130";316128;2008;3;13;97;65,9791666666667;-26,0429166666667;212,5;"M";2;5;30;329;NA;NA;NA;24
"131";316130;2008;3;13;99;66,0281666666667;-26,2461666666667;258;"F";1;6;31;374;NA;NA;NA;24
"132";316141;2008;3;14;110;66,6745833333333;-24,7423333333333;175;"F";1;5;25;178;NA;NA;NA;24
"133";316142;2008;3;14;111;66,7696666666667;-24,6395;170;"F";1;3;29;267;NA;NA;NA;24
"134";316142;2008;3;14;111;66,7696666666667;-24,6395;170;"M";2;4;25;170;NA;NA;NA;24
"135";316103;2008;3;9;72;66,43825;-23,4889166666667;121,5;"M";2;4;32;387;NA;NA;NA;24
"136";316121;2008;3;11;90;65,8111666666667;-25,26325;110,5;"M";2;5;32;342;NA;NA;NA;24
"137";315872;2008;3;1;31;65,0453333333333;-25,9485;169,5;"M";2;5;31;298;NA;NA;NA;24
"138";315872;2008;3;1;31;65,0453333333333;-25,9485;169,5;"F";1;7;30;278;NA;NA;NA;24
"139";315873;2008;3;1;32;65,0169166666667;-26,3143333333333;162,5;"F";1;NA;35;523;NA;NA;NA;24
"140";315874;2008;3;1;33;64,9640833333333;-26,3720833333333;165;"F";2;9;40;660;NA;NA;NA;24
"141";315874;2008;3;1;33;64,9640833333333;-26,3720833333333;165;"F";1;7;27;227;NA;NA;NA;24
"142";315876;2008;3;2;35;64,8924166666667;-26,2573333333333;174;"F";1;8;33;385;NA;NA;NA;24
"143";315877;2008;3;2;36;64,7658333333333;-26,47725;198,5;"M";2;NA;29;NA;NA;NA;NA;24
"144";315877;2008;3;2;36;64,7658333333333;-26,47725;198,5;"F";1;NA;33;432;NA;NA;NA;24
"145";315878;2008;3;2;37;64,9673333333333;-26,6924166666667;202,5;"M";2;4;23;141,9;NA;NA;NA;24
"146";315883;2008;3;2;42;65,4176666666667;-26,60775;186,5;"F";1;4;19;59;NA;NA;NA;24
"147";315884;2008;3;2;43;65,3885;-26,44225;159,5;"F";1;7;26;181;NA;NA;NA;24
"148";315885;2008;3;3;44;65,1495;-26,5085;166;"M";1;5;21;98;NA;NA;NA;24
"149";315885;2008;3;3;44;65,1495;-26,5085;166;"F";1;3;14;24;NA;NA;NA;24
"150";315886;2008;3;3;45;65,1348333333333;-26,21075;161;"F";1;5;23;154;NA;NA;NA;24
"151";315887;2008;3;3;46;65,22775;-25,953;146;"M";2;7;38;541;NA;NA;NA;24
"152";315888;2008;3;3;47;65,303;-25,8820833333333;137,5;"M";2;5;23;122;NA;NA;NA;24
"153";315888;2008;3;3;47;65,303;-25,8820833333333;137,5;"M";2;7;34;406;NA;NA;NA;24
"154";315889;2008;3;3;48;65,4010833333333;-25,27225;99,5;"M";1;4;19;63;NA;NA;NA;24
"155";315890;2008;3;3;49;65,53125;-25,2164166666667;87;"M";2;NA;38;624;NA;NA;NA;24
"156";315891;2008;3;3;50;65,5090833333333;-25,7238333333333;116,5;"F";2;5;24;148;NA;NA;NA;24
"157";315893;2008;3;3;52;65,663;-26,22625;174;"M";1;5;23;108;NA;NA;NA;24
"158";315894;2008;3;3;53;65,5620833333333;-26,2299166666667;161;"F";1;6;26;163;NA;NA;NA;24
"159";315894;2008;3;3;53;65,5620833333333;-26,2299166666667;161;"M";2;6;25;156;NA;NA;NA;24
"160";315895;2008;3;3;54;65,6185833333333;-26,69175;205;"F";1;7;34;337;NA;NA;NA;24
"161";315895;2008;3;3;54;65,6185833333333;-26,69175;205;"F";1;3;17;45;NA;NA;NA;24
"162";315896;2008;3;3;55;65,6819166666667;-26,561;172,5;"M";2;4;22;91;NA;NA;NA;24
"163";62810;1994;3;9;58;64,9541666666667;-26,30975;167;"F";1;NA;37;485;466;NA;NA;24
"164";62810;1994;3;9;58;64,9541666666667;-26,30975;167;"F";1;NA;31;337;320;NA;NA;24
"165";62810;1994;3;9;58;64,9541666666667;-26,30975;167;"F";1;NA;31;300;291;NA;NA;24
"166";62810;1994;3;9;58;64,9541666666667;-26,30975;167;"M";2;NA;25;167;164;NA;NA;24
"167";316298;2008;3;11;89;63,7790833333333;-24,3983333333333;292;"F";2;8;37;428;NA;NA;NA;24
"168";316300;2008;3;11;91;63,9505;-25,2485833333333;241,5;"M";1;3;21;92;NA;NA;NA;24
"169";316300;2008;3;11;91;63,9505;-25,2485833333333;241,5;"F";1;5;24;146;NA;NA;NA;24
"170";316301;2008;3;11;92;63,7870833333333;-24,1918333333333;162,5;"M";2;7;33;369;NA;NA;NA;24
"171";316302;2008;3;12;93;63,7330833333333;-24,3346666666667;187,5;"M";2;5;29;258;NA;NA;NA;24
"172";316302;2008;3;12;93;63,7330833333333;-24,3346666666667;187,5;"F";2;4;29;246;NA;NA;NA;24
"173";316303;2008;3;12;94;63,61;-23,99225;152;"F";2;8;33;402;NA;NA;NA;24
"174";316304;2008;3;12;95;63,4366666666667;-24,6649166666667;253,5;"F";2;6;32;372;NA;NA;NA;24
"175";316305;2008;3;12;96;63,3568333333333;-24,6883333333333;252,5;"F";1;8;39;581;NA;NA;NA;24
"176";316306;2008;3;12;97;63,1489166666667;-24,8899166666667;308,5;"F";2;6;32;331;NA;NA;NA;24
"177";316310;2008;3;12;101;63,24975;-23,9928333333333;251;"F";1;4;24;154;NA;NA;NA;24
"178";316314;2008;3;13;105;63,3699166666667;-23,13475;255;"F";2;4;29;233;NA;NA;NA;24
"179";316315;2008;3;13;106;63,3366666666667;-22,7065;254;"F";2;4;35;661;NA;NA;NA;24
"180";316317;2008;3;13;108;63,081;-22,2565833333333;344,5;"F";2;7;37;616;NA;NA;NA;24
"181";316318;2008;3;13;109;63,165;-22,1824166666667;241;"M";2;5;29;242;NA;NA;NA;24
"182";316318;2008;3;13;109;63,165;-22,1824166666667;241;"M";2;5;25;157;NA;NA;NA;24
"183";316319;2008;3;13;110;63,2509166666667;-21,7880833333333;209;"M";2;5;30;317;NA;NA;NA;24
"184";316320;2008;3;13;111;63,64075;-21,8306666666667;134;"M";2;6;26;151;NA;NA;NA;24
"185";316321;2008;3;13;112;63,6934166666667;-21,5274166666667;111,5;"F";2;6;35;506;NA;NA;NA;24
"186";316321;2008;3;13;112;63,6934166666667;-21,5274166666667;111,5;"F";2;5;29;245;NA;NA;NA;24
"187";316322;2008;3;14;113;63,7931666666667;-21,394;74,5;"M";2;5;29;263;NA;NA;NA;24
"188";316323;2008;3;14;114;63,8016666666667;-21,1448333333333;62;"F";2;7;32;367;NA;NA;NA;24
"189";316324;2008;3;14;115;63,6690833333333;-20,6173333333333;35,5;"F";2;5;31;344,9;NA;NA;NA;24
"190";316324;2008;3;14;115;63,6690833333333;-20,6173333333333;35,5;"F";2;7;37;532;NA;NA;NA;24
"191";316325;2008;3;14;116;63,4191666666667;-20,73575;93,5;"F";2;5;39;564,9;NA;NA;NA;24
"192";316326;2008;3;14;117;63,5281666666667;-20,5748333333333;74;"F";2;4;33;471;NA;NA;NA;24
"193";316326;2008;3;14;117;63,5281666666667;-20,5748333333333;74;"F";1;7;35;323;NA;NA;NA;24
"194";316327;2008;3;14;118;63,5513333333333;-20,3514166666667;32,5;"M";2;5;30;251;NA;NA;NA;24
"195";316328;2008;3;14;119;63,4851666666667;-19,8485;76,5;"F";2;5;34;437;NA;NA;NA;24
"196";316329;2008;3;14;120;63,408;-19,42575;56;"M";2;5;31;242;NA;NA;NA;24
"197";316329;2008;3;14;120;63,408;-19,42575;56;"F";1;4;28;182;NA;NA;NA;24
"198";316330;2008;3;14;121;63,3443333333333;-18,9578333333333;67;"M";2;7;30;259;NA;NA;NA;24
"199";316332;2008;3;14;123;63,44075;-17,8469166666667;151,5;"F";2;5;32;291;NA;NA;NA;24
"200";316333;2008;3;14;124;63,5496666666667;-17,6960833333333;119;"F";2;5;36;562,9;NA;NA;NA;24
"201";62811;1994;3;9;59;64,915;-26,2514166666667;173;"M";1;NA;34;376;NA;NA;NA;24
"202";62811;1994;3;9;59;64,915;-26,2514166666667;173;"M";2;NA;33;356;350;NA;NA;24
"203";62811;1994;3;9;59;64,915;-26,2514166666667;173;"F";1;NA;39;694;669;NA;NA;24
"204";62811;1994;3;9;59;64,915;-26,2514166666667;173;"M";1;NA;30;328;317;NA;NA;24
"205";62811;1994;3;9;59;64,915;-26,2514166666667;173;"M";1;NA;17;50;48;NA;NA;24
"206";62812;1994;3;9;60;64,92525;-25,5766666666667;166;"F";2;NA;40;757;721;NA;NA;24
"207";62812;1994;3;9;60;64,92525;-25,5766666666667;166;"M";2;NA;36;522;503;NA;NA;24
"208";62812;1994;3;9;60;64,92525;-25,5766666666667;166;"M";2;NA;28;258;251;NA;NA;24
"209";62812;1994;3;9;60;64,92525;-25,5766666666667;166;"M";2;NA;33;454;441;NA;NA;24
"210";63000;1994;3;10;69;64,6035833333333;-24,6225833333333;255;"F";2;NA;39;748;717;NA;NA;24
"211";63000;1994;3;10;69;64,6035833333333;-24,6225833333333;255;"M";2;NA;38;653;640;NA;NA;24
"212";63000;1994;3;10;69;64,6035833333333;-24,6225833333333;255;"M";2;NA;35;438;429;NA;NA;24
"213";63000;1994;3;10;69;64,6035833333333;-24,6225833333333;255;"M";2;NA;34;403;392;NA;NA;24
"214";63000;1994;3;10;69;64,6035833333333;-24,6225833333333;255;"M";1;NA;27;214;209;NA;NA;24
"215";316333;2008;3;14;124;63,5496666666667;-17,6960833333333;119;"F";2;6;31;243;NA;NA;NA;24
"216";316334;2008;3;15;125;63,6525;-17,7266666666667;48;"F";2;5;34;402;NA;NA;NA;24
"217";316334;2008;3;15;125;63,6525;-17,7266666666667;48;"M";2;6;30;268;NA;NA;NA;24
"218";316335;2008;3;15;126;63,78875;-16,3955833333333;75,5;"F";2;5;35;551;NA;NA;NA;24
"219";316335;2008;3;15;126;63,78875;-16,3955833333333;75,5;"F";2;6;31;334;NA;NA;NA;24
"220";316335;2008;3;15;126;63,78875;-16,3955833333333;75,5;"F";2;5;34;469;NA;NA;NA;24
"221";316336;2008;3;15;127;64,0205833333333;-16,0870833333333;100,5;"F";2;6;31;288;NA;NA;NA;24
"222";316337;2008;3;15;128;64,1563333333333;-15,20475;53;"F";2;5;32;394;NA;NA;NA;24
"223";316337;2008;3;15;128;64,1563333333333;-15,20475;53;"F";2;4;33;389;NA;NA;NA;24
"224";316338;2008;3;15;129;64,2239166666667;-14,8624166666667;61;"F";2;6;36;538;NA;NA;NA;24
"225";316339;2008;3;15;130;63,7733333333333;-14,17975;242,5;"F";2;7;37;489;NA;NA;NA;24
"226";316340;2008;3;15;131;63,94625;-13,9999166666667;155,5;"M";2;4;27;214;NA;NA;NA;24
"227";316340;2008;3;15;131;63,94625;-13,9999166666667;155,5;"F";1;6;26;206;NA;NA;NA;24
"228";316341;2008;3;15;132;63,9413333333333;-13,6500833333333;233,5;"M";2;5;25;153;NA;NA;NA;24
"229";316341;2008;3;15;132;63,9413333333333;-13,6500833333333;233,5;"F";2;5;28;209;NA;NA;NA;24
"230";316342;2008;3;15;133;64,0168333333333;-13,5124166666667;171;"M";2;4;23;119;NA;NA;NA;24
"231";316343;2008;3;15;134;64,0695;-13,3740833333333;200,5;"F";1;5;24;150;NA;NA;NA;24
"232";316344;2008;3;16;135;64,1470833333333;-13,4241666666667;167;"F";2;NA;41;742;NA;NA;NA;24
"233";316345;2008;3;16;136;64,1;-13,5511666666667;138,5;"F";2;6;28;238;NA;NA;NA;24
"234";316345;2008;3;16;136;64,1;-13,5511666666667;138,5;"F";2;6;33;379;NA;NA;NA;24
"235";316347;2008;3;16;138;64,0883333333333;-13,2205;169;"M";2;5;31;284,9;NA;NA;NA;24
"236";316348;2008;3;16;139;64,0651666666667;-13,1084166666667;311;"M";2;5;32;382;NA;NA;NA;24
"237";316348;2008;3;16;139;64,0651666666667;-13,1084166666667;311;"F";2;5;33;376;NA;NA;NA;24
"238";316349;2008;3;16;140;64,1289166666667;-12,95325;306,5;"F";2;6;35;466;NA;NA;NA;24
"239";316350;2008;3;16;141;64,2046666666667;-13,0533333333333;145;"M";2;NA;39;718;NA;NA;NA;24
"240";316350;2008;3;16;141;64,2046666666667;-13,0533333333333;145;"F";2;5;39;741;NA;NA;NA;24
"241";62833;1994;3;11;81;64,23875;-24,5233333333333;208,5;"F";2;NA;31;243;228;NA;NA;24
"242";62833;1994;3;11;81;64,23875;-24,5233333333333;208,5;"F";2;NA;35;415;391;NA;NA;24
"243";62833;1994;3;11;81;64,23875;-24,5233333333333;208,5;"F";1;NA;33;333;323;NA;NA;24
"244";62834;1994;3;11;82;64,2613333333333;-24,81425;171;"M";2;NA;31;310;304;NA;NA;24
"245";62834;1994;3;11;82;64,2613333333333;-24,81425;171;"F";1;NA;33;429;406;NA;NA;24
"246";62834;1994;3;11;82;64,2613333333333;-24,81425;171;"M";1;NA;28;227;220;NA;NA;24
"247";62834;1994;3;11;82;64,2613333333333;-24,81425;171;"F";1;NA;29;296;280;NA;NA;24
"248";62834;1994;3;11;82;64,2613333333333;-24,81425;171;"F";1;NA;23;132;128;NA;NA;24
"249";62834;1994;3;11;82;64,2613333333333;-24,81425;171;"F";1;NA;30;348;330;NA;NA;24
"250";62834;1994;3;11;82;64,2613333333333;-24,81425;171;"F";2;NA;31;384;370;NA;NA;24
"251";62835;1994;3;11;83;64,3774166666667;-25,03;213,5;"M";2;NA;38;580;562;NA;NA;24
"252";62835;1994;3;11;83;64,3774166666667;-25,03;213,5;"F";2;NA;35;429;416;NA;NA;24
"253";62835;1994;3;11;83;64,3774166666667;-25,03;213,5;"M";2;NA;33;448;442;NA;NA;24
