"";"sample.id";"year";"month";"day";"station.id";"lat";"lon";"depth";"sex";"maturity_stage";"age";"length";"ungutted.weight";"gutted.weight";"liver.weight";"gonad.weight";"species"
"93";48202;1991;3;11;25;66,4290833333333;-23,4993333333333;125,5;"M";1;5;27;NA;NA;NA;NA;9
"94";48202;1991;3;11;25;66,4290833333333;-23,4993333333333;125,5;"M";2;10;52;NA;NA;NA;NA;9
"95";48202;1991;3;11;25;66,4290833333333;-23,4993333333333;125,5;"F";1;12;56;NA;NA;NA;NA;9
"96";48224;1991;3;7;3;65,6211666666667;-24,9974166666667;74;"F";1;7;35;NA;NA;NA;NA;9
"97";48224;1991;3;7;3;65,6211666666667;-24,9974166666667;74;NA;NA;2;8;NA;NA;NA;NA;9
"98";48224;1991;3;7;3;65,6211666666667;-24,9974166666667;74;"F";1;7;35;NA;NA;NA;NA;9
"99";48224;1991;3;7;3;65,6211666666667;-24,9974166666667;74;"M";1;8;39;NA;NA;NA;NA;9
"100";48224;1991;3;7;3;65,6211666666667;-24,9974166666667;74;"F";2;11;56;NA;NA;NA;NA;9
"101";48224;1991;3;7;3;65,6211666666667;-24,9974166666667;74;"F";1;10;59;NA;NA;NA;NA;9
"102";48224;1991;3;7;3;65,6211666666667;-24,9974166666667;74;"M";1;11;67;NA;NA;NA;NA;9
"103";48224;1991;3;7;3;65,6211666666667;-24,9974166666667;74;"F";1;12;60;NA;NA;NA;NA;9
"104";48224;1991;3;7;3;65,6211666666667;-24,9974166666667;74;"M";1;5;30;NA;NA;NA;NA;9
"105";48205;1991;3;10;22;66,09475;-22,79275;126;"F";1;NA;70;NA;NA;NA;NA;9
"106";48497;1991;3;5;1;66,2221666666667;-20,6410833333333;199,5;"M";1;12;59;NA;NA;NA;NA;9
"107";48496;1991;3;6;2;66,3783333333333;-20,3183333333333;135;"F";1;10;48;NA;NA;NA;NA;9
"108";48496;1991;3;6;2;66,3783333333333;-20,3183333333333;135;"M";1;7;36;NA;NA;NA;NA;9
"109";48496;1991;3;6;2;66,3783333333333;-20,3183333333333;135;"F";1;7;34;NA;NA;NA;NA;9
"110";48496;1991;3;6;2;66,3783333333333;-20,3183333333333;135;"M";1;4;23;NA;NA;NA;NA;9
"111";48496;1991;3;6;2;66,3783333333333;-20,3183333333333;135;"M";1;2;10;NA;NA;NA;NA;9
"112";48496;1991;3;6;2;66,3783333333333;-20,3183333333333;135;"F";1;9;47;NA;NA;NA;NA;9
"113";48215;1991;3;7;12;65,1496666666667;-26,4991666666667;167,5;"M";2;12;65;NA;NA;NA;NA;9
"114";48215;1991;3;7;12;65,1496666666667;-26,4991666666667;167,5;"M";2;12;57;NA;NA;NA;NA;9
"115";48215;1991;3;7;12;65,1496666666667;-26,4991666666667;167,5;"M";1;9;45;NA;NA;NA;NA;9
"116";48213;1991;3;8;14;65,20625;-27,0255833333333;244;"M";1;4;25;NA;NA;NA;NA;9
"117";48211;1991;3;8;16;65,41725;-26,6108333333333;191,5;"M";1;9;47;NA;NA;NA;NA;9
"118";48209;1991;3;8;18;65,55575;-26,2220833333333;163,5;"F";2;12;51;NA;NA;NA;NA;9
"119";48209;1991;3;8;18;65,55575;-26,2220833333333;163,5;"M";1;8;46;NA;NA;NA;NA;9
"120";48207;1991;3;9;20;66,28075;-23,2235;77;"F";1;15;72;NA;NA;NA;NA;9
"121";48207;1991;3;9;20;66,28075;-23,2235;77;"F";1;8;48;NA;NA;NA;NA;9
"122";48224;1991;3;7;3;65,6211666666667;-24,9974166666667;74;"M";1;11;62;NA;NA;NA;NA;9
"123";48224;1991;3;7;3;65,6211666666667;-24,9974166666667;74;"F";1;11;59;NA;NA;NA;NA;9
"124";48224;1991;3;7;3;65,6211666666667;-24,9974166666667;74;"M";1;9;53;NA;NA;NA;NA;9
"125";48224;1991;3;7;3;65,6211666666667;-24,9974166666667;74;"M";1;9;43;NA;NA;NA;NA;9
"126";48224;1991;3;7;3;65,6211666666667;-24,9974166666667;74;"F";1;9;55;NA;NA;NA;NA;9
"127";48215;1991;3;7;12;65,1496666666667;-26,4991666666667;167,5;"M";2;14;80;NA;NA;NA;NA;9
"128";48215;1991;3;7;12;65,1496666666667;-26,4991666666667;167,5;"M";1;6;34;NA;NA;NA;NA;9
"129";48225;1991;3;6;2;65,7140833333333;-24,24875;34;"F";1;6;33;NA;NA;NA;NA;9
"130";48225;1991;3;6;2;65,7140833333333;-24,24875;34;"F";1;9;47;NA;NA;NA;NA;9
"131";48216;1991;3;7;11;65,1384166666667;-26,2001666666667;160,5;"M";1;7;29;NA;NA;NA;NA;9
"132";48216;1991;3;7;11;65,1384166666667;-26,2001666666667;160,5;"F";1;11;61;NA;NA;NA;NA;9
"133";48216;1991;3;7;11;65,1384166666667;-26,2001666666667;160,5;"M";2;16;83;NA;NA;NA;NA;9
"134";48216;1991;3;7;11;65,1384166666667;-26,2001666666667;160,5;"M";2;10;54;NA;NA;NA;NA;9
"135";48216;1991;3;7;11;65,1384166666667;-26,2001666666667;160,5;"M";2;16;73;NA;NA;NA;NA;9
"136";48199;1991;3;12;28;66,3046666666667;-23,9113333333333;77;"F";1;12;60;NA;NA;NA;NA;9
"137";48199;1991;3;12;28;66,3046666666667;-23,9113333333333;77;"F";1;8;40;NA;NA;NA;NA;9
"138";48199;1991;3;12;28;66,3046666666667;-23,9113333333333;77;"M";1;7;34;NA;NA;NA;NA;9
"139";48199;1991;3;12;28;66,3046666666667;-23,9113333333333;77;"M";1;6;34;NA;NA;NA;NA;9
"140";48439;1991;3;13;59;66,4590833333333;-21,05675;176;"M";1;5;23;NA;NA;NA;NA;9
"141";48437;1991;3;14;61;66,2988333333333;-21,0299166666667;142,5;"F";1;7;37;NA;NA;NA;NA;9
"142";48436;1991;3;14;62;66,357;-21,3413333333333;120;"F";1;4;25;NA;NA;NA;NA;9
"143";48436;1991;3;14;62;66,357;-21,3413333333333;120;"M";1;3;14;NA;NA;NA;NA;9
"144";48436;1991;3;14;62;66,357;-21,3413333333333;120;"F";1;2;13;NA;NA;NA;NA;9
"145";48436;1991;3;14;62;66,357;-21,3413333333333;120;"F";1;4;22;NA;NA;NA;NA;9
"146";48436;1991;3;14;62;66,357;-21,3413333333333;120;"F";1;5;27;NA;NA;NA;NA;9
"147";48436;1991;3;14;62;66,357;-21,3413333333333;120;"M";1;7;48;NA;NA;NA;NA;9
"148";48436;1991;3;14;62;66,357;-21,3413333333333;120;"F";1;6;31;NA;NA;NA;NA;9
"149";48436;1991;3;14;62;66,357;-21,3413333333333;120;"F";1;5;27;NA;NA;NA;NA;9
"150";48436;1991;3;14;62;66,357;-21,3413333333333;120;"F";1;8;36;NA;NA;NA;NA;9
"151";48435;1991;3;14;63;66,2578333333333;-21,20725;122,5;"M";1;5;28;NA;NA;NA;NA;9
"152";48435;1991;3;14;63;66,2578333333333;-21,20725;122,5;"M";1;4;21;NA;NA;NA;NA;9
"153";48435;1991;3;14;63;66,2578333333333;-21,20725;122,5;"M";1;5;28;NA;NA;NA;NA;9
"154";48435;1991;3;14;63;66,2578333333333;-21,20725;122,5;"F";1;3;16;NA;NA;NA;NA;9
"155";48435;1991;3;14;63;66,2578333333333;-21,20725;122,5;"F";1;4;23;NA;NA;NA;NA;9
"156";48435;1991;3;14;63;66,2578333333333;-21,20725;122,5;"M";1;11;46;NA;NA;NA;NA;9
"157";48435;1991;3;14;63;66,2578333333333;-21,20725;122,5;"F";1;7;39;NA;NA;NA;NA;9
"158";48435;1991;3;14;63;66,2578333333333;-21,20725;122,5;"F";1;10;50;NA;NA;NA;NA;9
"159";48435;1991;3;14;63;66,2578333333333;-21,20725;122,5;"F";1;8;39;NA;NA;NA;NA;9
"160";48435;1991;3;14;63;66,2578333333333;-21,20725;122,5;"F";1;5;25;NA;NA;NA;NA;9
"161";48435;1991;3;14;63;66,2578333333333;-21,20725;122,5;"F";1;8;41;NA;NA;NA;NA;9
"162";48435;1991;3;14;63;66,2578333333333;-21,20725;122,5;"M";1;4;18;NA;NA;NA;NA;9
"163";48435;1991;3;14;63;66,2578333333333;-21,20725;122,5;"F";1;5;29;NA;NA;NA;NA;9
"164";48435;1991;3;14;63;66,2578333333333;-21,20725;122,5;"F";1;5;26;NA;NA;NA;NA;9
"165";48435;1991;3;14;63;66,2578333333333;-21,20725;122,5;"F";1;12;59;NA;NA;NA;NA;9
"166";48435;1991;3;14;63;66,2578333333333;-21,20725;122,5;"F";1;6;34;NA;NA;NA;NA;9
"167";48434;1991;3;14;64;66,1143333333333;-21,2286666666667;100;"M";1;4;19;NA;NA;NA;NA;9
"168";48434;1991;3;14;64;66,1143333333333;-21,2286666666667;100;"F";1;8;40;NA;NA;NA;NA;9
"169";48434;1991;3;14;64;66,1143333333333;-21,2286666666667;100;"M";1;9;42;NA;NA;NA;NA;9
"170";48434;1991;3;14;64;66,1143333333333;-21,2286666666667;100;"M";1;7;37;NA;NA;NA;NA;9
"171";48434;1991;3;14;64;66,1143333333333;-21,2286666666667;100;"M";1;6;35;NA;NA;NA;NA;9
"172";48434;1991;3;14;64;66,1143333333333;-21,2286666666667;100;"M";1;5;23;NA;NA;NA;NA;9
"173";48433;1991;3;14;65;66,1034166666667;-21,0475;149,5;"M";1;9;43;NA;NA;NA;NA;9
"174";48432;1991;3;14;66;66,6130833333333;-21,5069166666667;112,5;"F";1;9;44;NA;NA;NA;NA;9
"175";48682;1991;3;18;67;66,6675833333333;-21,3725;119;"F";1;4;21;NA;NA;NA;NA;9
"176";48682;1991;3;18;67;66,6675833333333;-21,3725;119;"M";1;7;36;NA;NA;NA;NA;9
"177";48682;1991;3;18;67;66,6675833333333;-21,3725;119;"F";1;10;47;NA;NA;NA;NA;9
"178";48198;1991;3;12;29;66,1219166666667;-24,2176666666667;60,5;"F";1;9;50;NA;NA;NA;NA;9
"179";48198;1991;3;12;29;66,1219166666667;-24,2176666666667;60,5;"M";1;6;36;NA;NA;NA;NA;9
"180";48198;1991;3;12;29;66,1219166666667;-24,2176666666667;60,5;"M";2;15;74;NA;NA;NA;NA;9
"181";48198;1991;3;12;29;66,1219166666667;-24,2176666666667;60,5;"F";2;14;71;NA;NA;NA;NA;9
"182";48198;1991;3;12;29;66,1219166666667;-24,2176666666667;60,5;"M";2;10;56;NA;NA;NA;NA;9
"183";48198;1991;3;12;29;66,1219166666667;-24,2176666666667;60,5;"M";1;6;28;NA;NA;NA;NA;9
"184";48198;1991;3;12;29;66,1219166666667;-24,2176666666667;60,5;"M";1;4;23;NA;NA;NA;NA;9
"185";48680;1991;3;18;69;66,8141666666667;-21,3443333333333;87,5;"M";1;4;22;NA;NA;NA;NA;9
"186";48680;1991;3;18;69;66,8141666666667;-21,3443333333333;87,5;"M";1;4;19;NA;NA;NA;NA;9
"187";48680;1991;3;18;69;66,8141666666667;-21,3443333333333;87,5;"M";1;7;35;NA;NA;NA;NA;9
"188";48680;1991;3;18;69;66,8141666666667;-21,3443333333333;87,5;"F";1;3;18;NA;NA;NA;NA;9
"189";48678;1991;3;19;71;66,7683333333333;-21,7739166666667;133,5;"M";2;12;55;NA;NA;NA;NA;9
"190";48678;1991;3;19;71;66,7683333333333;-21,7739166666667;133,5;"M";1;5;27;NA;NA;NA;NA;9
"191";48677;1991;3;19;72;66,912;-22,1809166666667;158;"F";1;11;56;NA;NA;NA;NA;9
"192";48676;1991;3;19;73;66,98375;-22,3491666666667;193;"F";1;10;52;NA;NA;NA;NA;9
"193";48675;1991;3;19;74;66,92525;-22,5133333333333;172,5;"M";1;7;35;NA;NA;NA;NA;9
"194";48673;1991;3;20;76;66,57125;-23,9634166666667;156;"M";1;8;41;NA;NA;NA;NA;9
"195";48672;1991;3;20;77;66,5545833333333;-23,65375;127,5;"F";1;10;51;NA;NA;NA;NA;9
"196";48672;1991;3;20;77;66,5545833333333;-23,65375;127,5;"F";1;11;57;NA;NA;NA;NA;9
"197";48197;1991;3;12;30;66,0241666666667;-24,5936666666667;86,5;"F";2;14;69;NA;NA;NA;NA;9
"198";48197;1991;3;12;30;66,0241666666667;-24,5936666666667;86,5;"F";2;15;75;NA;NA;NA;NA;9
"199";48197;1991;3;12;30;66,0241666666667;-24,5936666666667;86,5;"M";2;15;72;NA;NA;NA;NA;9
"200";48197;1991;3;12;30;66,0241666666667;-24,5936666666667;86,5;"F";2;13;69;NA;NA;NA;NA;9
"201";48197;1991;3;12;30;66,0241666666667;-24,5936666666667;86,5;"M";2;11;54;NA;NA;NA;NA;9
"202";48197;1991;3;12;30;66,0241666666667;-24,5936666666667;86,5;"F";1;10;46;NA;NA;NA;NA;9
"203";48197;1991;3;12;30;66,0241666666667;-24,5936666666667;86,5;"M";2;11;53;NA;NA;NA;NA;9
"204";48197;1991;3;12;30;66,0241666666667;-24,5936666666667;86,5;"F";2;12;67;NA;NA;NA;NA;9
"205";48197;1991;3;12;30;66,0241666666667;-24,5936666666667;86,5;"F";1;11;55;NA;NA;NA;NA;9
"206";48197;1991;3;12;30;66,0241666666667;-24,5936666666667;86,5;"F";2;16;77;NA;NA;NA;NA;9
"207";48197;1991;3;12;30;66,0241666666667;-24,5936666666667;86,5;"M";2;13;62;NA;NA;NA;NA;9
"208";48197;1991;3;12;30;66,0241666666667;-24,5936666666667;86,5;"F";2;14;64;NA;NA;NA;NA;9
"209";48197;1991;3;12;30;66,0241666666667;-24,5936666666667;86,5;"F";2;16;80;NA;NA;NA;NA;9
"210";48671;1991;3;20;78;66,7471666666667;-23,2796666666667;134;"M";1;8;42;NA;NA;NA;NA;9
"211";48669;1991;3;20;80;66,8573333333333;-23,2406666666667;220,5;"F";1;11;52;NA;NA;NA;NA;9
"212";48665;1991;3;20;84;66,9608333333333;-22,62975;189,5;"F";1;9;43;NA;NA;NA;NA;9
"213";48664;1991;3;21;85;67,00725;-22,5165;189;"F";1;5;28;NA;NA;NA;NA;9
"214";48664;1991;3;21;85;67,00725;-22,5165;189;"F";1;8;47;NA;NA;NA;NA;9
"215";48663;1991;3;21;86;67,0326666666667;-22,438;206,5;"F";1;4;21;NA;NA;NA;NA;9
"216";48663;1991;3;21;86;67,0326666666667;-22,438;206,5;"F";1;8;41;NA;NA;NA;NA;9
"217";48663;1991;3;21;86;67,0326666666667;-22,438;206,5;"F";1;9;49;NA;NA;NA;NA;9
"218";48661;1991;3;21;88;67,1454166666667;-22,03925;224,5;"F";1;7;37;NA;NA;NA;NA;9
"219";48196;1991;3;12;31;65,9734166666667;-24,4995833333333;73,5;"F";2;13;59;NA;NA;NA;NA;9
"220";48196;1991;3;12;31;65,9734166666667;-24,4995833333333;73,5;"F";1;12;66;NA;NA;NA;NA;9
"221";48657;1991;3;21;92;67,1875;-22,86225;265;"M";1;5;24;NA;NA;NA;NA;9
"222";48656;1991;3;21;93;67,07975;-22,8350833333333;254;"M";1;6;27;NA;NA;NA;NA;9
"223";48656;1991;3;21;93;67,07975;-22,8350833333333;254;"M";1;6;29;NA;NA;NA;NA;9
"224";48655;1991;3;21;94;67,00425;-22,9283333333333;247;"F";1;9;47;NA;NA;NA;NA;9
"225";48654;1991;3;21;95;67,0615833333333;-22,9986666666667;253,5;"M";1;11;55;NA;NA;NA;NA;9
"226";48653;1991;3;21;97;67,0741666666667;-23,3374166666667;257,5;"F";1;5;24;NA;NA;NA;NA;9
"227";48652;1991;3;21;98;67,0588333333333;-23,4980833333333;242,5;"M";1;9;46;NA;NA;NA;NA;9
"228";48652;1991;3;21;98;67,0588333333333;-23,4980833333333;242,5;"M";1;12;58;NA;NA;NA;NA;9
"229";48651;1991;3;21;99;67,1215;-23,5780833333333;247;"F";1;4;18;NA;NA;NA;NA;9
"230";48651;1991;3;21;99;67,1215;-23,5780833333333;247;"M";1;7;34;NA;NA;NA;NA;9
"231";48651;1991;3;21;99;67,1215;-23,5780833333333;247;"M";1;3;17;NA;NA;NA;NA;9
"232";48650;1991;3;21;100;67,031;-23,8865;243,5;"M";1;7;38;NA;NA;NA;NA;9
"233";48649;1991;3;22;101;66,9725;-23,94325;231,5;"M";1;4;25;NA;NA;NA;NA;9
"234";48649;1991;3;22;101;66,9725;-23,94325;231,5;"M";1;11;53;NA;NA;NA;NA;9
"235";48195;1991;3;12;32;65,91425;-24,8476666666667;62;"F";2;12;62;NA;NA;NA;NA;9
"236";48648;1991;3;22;102;66,9380833333333;-23,90875;196,5;"M";1;8;41;NA;NA;NA;NA;9
"237";48648;1991;3;22;102;66,9380833333333;-23,90875;196,5;"F";1;8;40;NA;NA;NA;NA;9
"238";48647;1991;3;22;103;67,02025;-23,7411666666667;224;"M";1;5;25;NA;NA;NA;NA;9
"239";48647;1991;3;22;103;67,02025;-23,7411666666667;224;"M";1;8;45;NA;NA;NA;NA;9
"240";48647;1991;3;22;103;67,02025;-23,7411666666667;224;"F";1;5;25;NA;NA;NA;NA;9
"241";48647;1991;3;22;103;67,02025;-23,7411666666667;224;"F";1;9;46;NA;NA;NA;NA;9
"242";48646;1991;3;22;104;67,0036666666667;-23,6100833333333;222;"M";1;5;29;NA;NA;NA;NA;9
"243";48646;1991;3;22;104;67,0036666666667;-23,6100833333333;222;"M";1;9;43;NA;NA;NA;NA;9
"244";48646;1991;3;22;104;67,0036666666667;-23,6100833333333;222;"F";2;12;63;NA;NA;NA;NA;9
"245";48645;1991;3;22;105;66,96775;-23,5745833333333;210,5;"F";2;11;57;NA;NA;NA;NA;9
"246";48645;1991;3;22;105;66,96775;-23,5745833333333;210,5;"F";1;3;16;NA;NA;NA;NA;9
