"";"sample.id";"year";"month";"day";"station.id";"lat";"lon";"depth";"sex";"maturity_stage";"age";"length";"ungutted.weight";"gutted.weight";"liver.weight";"gonad.weight";"species"
"47";44602;1990;3;13;69;66,5994166666667;-13,6658333333333;180,5;"M";1;NA;37;NA;NA;NA;NA;8
"48";44597;1990;3;13;74;66,6844166666667;-12,939;271,5;NA;NA;NA;19;NA;NA;NA;NA;8
"49";44596;1990;3;13;75;66,64675;-13,0924166666667;238;"F";1;NA;22;NA;NA;NA;NA;8
"50";44595;1990;3;14;76;66,625;-13,3700833333333;211,5;"F";1;NA;33;NA;NA;NA;NA;8
"51";44595;1990;3;14;76;66,625;-13,3700833333333;211,5;"M";1;NA;21;NA;NA;NA;NA;8
"52";44594;1990;3;14;77;66,5704166666667;-13,2411666666667;281;"M";1;NA;77;NA;NA;NA;NA;8
"53";44594;1990;3;14;77;66,5704166666667;-13,2411666666667;281;"M";1;NA;38;NA;NA;NA;NA;8
"54";44593;1990;3;14;78;66,389;-12,7858333333333;172;"F";1;NA;47;NA;NA;NA;NA;8
"55";44593;1990;3;14;78;66,389;-12,7858333333333;172;"F";1;NA;45;NA;NA;NA;NA;8
"56";44588;1990;3;14;83;66,36825;-13,199;209,5;"M";1;NA;45;NA;NA;NA;NA;8
"57";44577;1990;3;15;94;65,5340833333333;-12,4875;162;"M";1;NA;36;NA;NA;NA;NA;8
"58";44576;1990;3;15;95;65,5848333333333;-12,4371666666667;218,5;"M";1;NA;28;NA;NA;NA;NA;8
"59";44574;1990;3;16;97;65,4938333333333;-12,14075;178,5;"F";1;NA;20;NA;NA;NA;NA;8
"60";44570;1990;3;16;101;65,78675;-11,9021666666667;222;"F";1;NA;23;NA;NA;NA;NA;8
"61";44565;1990;3;16;106;65,8158333333333;-12,5826666666667;158;"M";1;NA;31;NA;NA;NA;NA;8
"62";44565;1990;3;16;106;65,8158333333333;-12,5826666666667;158;"M";1;NA;20;NA;NA;NA;NA;8
"63";44565;1990;3;16;106;65,8158333333333;-12,5826666666667;158;"M";1;NA;36;NA;NA;NA;NA;8
"64";44565;1990;3;16;106;65,8158333333333;-12,5826666666667;158;"M";1;NA;47;NA;NA;NA;NA;8
"65";44564;1990;3;16;107;65,83375;-12,3315833333333;180;"M";1;NA;22;NA;NA;NA;NA;8
"66";44563;1990;3;16;108;65,9159166666667;-12,0629166666667;275,5;"M";1;NA;49;NA;NA;NA;NA;8
"67";44578;1990;3;15;93;65,5161666666667;-12,8185;128;"M";1;NA;52;NA;NA;NA;NA;8
"68";44578;1990;3;15;93;65,5161666666667;-12,8185;128;"F";1;NA;55;NA;NA;NA;NA;8
"69";47970;1991;3;5;1;64,5833333333333;-12,8;159,5;"M";1;NA;41;NA;NA;NA;NA;8
"70";47968;1991;3;5;3;64,5541666666667;-12,5916666666667;169,5;"F";1;NA;44;NA;NA;NA;NA;8
"71";47967;1991;3;5;4;64,5270833333333;-12,8789166666667;152,5;"M";1;NA;55;NA;NA;NA;NA;8
"72";47966;1991;3;5;5;64,54;-13,075;129;"M";1;NA;37;NA;NA;NA;NA;8
"73";47963;1991;3;5;8;64,3945833333333;-13,585;152;"F";1;NA;51;NA;NA;NA;NA;8
"74";47959;1991;3;6;12;64,3;-13,7833333333333;146,5;"F";1;NA;51;NA;NA;NA;NA;8
"75";47957;1991;3;6;14;64,3166666666667;-14,25;110;"M";1;NA;43;NA;NA;NA;NA;8
"76";47956;1991;3;6;15;64,1758333333333;-14,425;143,5;"M";1;NA;60;NA;NA;NA;NA;8
"77";47955;1991;3;6;16;64,2333333333333;-14,5333333333333;128;"F";1;NA;54;NA;NA;NA;NA;8
"78";47948;1991;3;6;23;63,5408333333333;-16,9083333333333;215;"M";1;NA;26;NA;NA;NA;NA;8
"79";47935;1991;3;7;36;63,6666666666667;-15,2083333333333;114,5;"M";1;NA;37;NA;NA;NA;NA;8
"80";47933;1991;3;8;38;63,76875;-14,1925;255;"M";1;NA;63;NA;NA;NA;NA;8
"81";48180;1991;3;8;41;64,0166666666667;-13,5166666666667;156,5;"M";1;NA;36;NA;NA;NA;NA;8
"82";48180;1991;3;8;41;64,0166666666667;-13,5166666666667;156,5;"F";1;NA;39;NA;NA;NA;NA;8
"83";48178;1991;3;8;43;64,15;-13,425;165,5;"M";2;NA;46;NA;NA;NA;NA;8
"84";48176;1991;3;8;45;64,0166666666667;-13,325;384,5;"F";1;NA;44;NA;NA;NA;NA;8
"85";44403;1990;3;6;9;64,33725;-13,3995;79;"F";1;NA;49;NA;NA;NA;NA;8
"86";44402;1990;3;6;10;64,3201666666667;-13,4989166666667;90,5;"F";1;NA;45;NA;NA;NA;NA;8
"87";44398;1990;3;7;14;64,3106666666667;-14,2508333333333;107;"F";1;NA;23;NA;NA;NA;NA;8
"88";44395;1990;3;7;17;64,06425;-14,76875;114;"M";1;NA;46;NA;NA;NA;NA;8
"89";44394;1990;3;7;18;63,8848333333333;-14,8541666666667;179;"F";1;NA;35;NA;NA;NA;NA;8
"90";44393;1990;3;7;19;64,0098333333333;-15,1606666666667;134,5;"F";1;NA;46;NA;NA;NA;NA;8
"91";44389;1990;3;8;23;63,4961666666667;-16,1709166666667;116;"F";1;NA;38;NA;NA;NA;NA;8
"92";44510;1990;3;8;25;63,3843333333333;-16,1808333333333;359;"M";1;NA;55;NA;NA;NA;NA;8
"93";44506;1990;3;8;29;63,6688333333333;-15,1993333333333;112,5;"F";1;NA;40;NA;NA;NA;NA;8
"94";44510;1990;3;8;25;63,3843333333333;-16,1808333333333;359;"M";2;NA;58;NA;NA;NA;NA;8
"95";44509;1990;3;8;26;63,46925;-15,7171666666667;218;"F";1;NA;40;NA;NA;NA;NA;8
"96";44506;1990;3;8;29;63,6688333333333;-15,1993333333333;112,5;"F";1;NA;41;NA;NA;NA;NA;8
"97";44506;1990;3;8;29;63,6688333333333;-15,1993333333333;112,5;"F";1;NA;43;NA;NA;NA;NA;8
"98";44505;1990;3;9;30;63,7038333333333;-14,68675;212,5;"M";1;NA;39;NA;NA;NA;NA;8
"99";44503;1990;3;9;32;63,9485;-14,0086666666667;201,5;"M";1;NA;51;NA;NA;NA;NA;8
"100";44501;1990;3;9;34;64,01975;-13,48775;173,5;"F";1;NA;43;NA;NA;NA;NA;8
"101";44499;1990;3;9;36;64,0596666666667;-13,12075;295,5;"F";1;NA;56;NA;NA;NA;NA;8
"102";44497;1990;3;9;38;64,0641666666667;-13,375;220;"F";1;NA;49;NA;NA;NA;NA;8
"103";44497;1990;3;9;38;64,0641666666667;-13,375;220;"M";1;NA;52;NA;NA;NA;NA;8
"104";44493;1990;3;9;42;64,2004166666667;-12,89125;195,5;"M";1;NA;23;NA;NA;NA;NA;8
"105";44491;1990;3;10;44;64,1593333333333;-12,8506666666667;361,5;"F";1;NA;49;NA;NA;NA;NA;8
"106";44487;1990;3;10;48;64,3113333333333;-12,5384166666667;292,5;"M";1;NA;64;NA;NA;NA;NA;8
"107";44485;1990;3;10;50;64,4113333333333;-12,2551666666667;329;"M";1;NA;41;NA;NA;NA;NA;8
"108";44480;1990;3;11;55;64,6476666666667;-12,33325;170,5;"M";1;NA;34;NA;NA;NA;NA;8
"109";44478;1990;3;11;57;64,74825;-12,6345833333333;171;"M";1;NA;48;NA;NA;NA;NA;8
"110";44476;1990;3;11;59;65,0665833333333;-12,7386666666667;166,5;"M";1;NA;29;NA;NA;NA;NA;8
"111";44470;1990;3;11;65;65,3885;-12,88425;200,5;"M";1;NA;50;NA;NA;NA;NA;8
"112";44469;1990;3;11;66;65,3880833333333;-12,6301666666667;227,5;"F";1;NA;48;NA;NA;NA;NA;8
"113";44468;1990;3;11;67;65,2980833333333;-12,442;195;"M";1;NA;37;NA;NA;NA;NA;8
"114";44466;1990;3;12;69;65,1844166666667;-12,4641666666667;205,5;"M";1;NA;34;NA;NA;NA;NA;8
"115";44460;1990;3;14;75;64,34175;-11,4240833333333;377;"F";1;NA;61;NA;NA;NA;NA;8
"116";44459;1990;3;14;76;64,2795833333333;-11,6568333333333;365;"M";1;NA;31;NA;NA;NA;NA;8
"117";44459;1990;3;14;76;64,2795833333333;-11,6568333333333;365;"F";1;NA;69;NA;NA;NA;NA;8
"118";44459;1990;3;14;76;64,2795833333333;-11,6568333333333;365;"M";1;NA;43;NA;NA;NA;NA;8
"119";44458;1990;3;14;77;64,1571666666667;-11,8198333333333;349;"F";1;NA;49;NA;NA;NA;NA;8
"120";44458;1990;3;14;77;64,1571666666667;-11,8198333333333;349;"F";1;NA;52;NA;NA;NA;NA;8
"121";44457;1990;3;14;78;64,1541666666667;-11,45475;315,5;"F";1;NA;42;NA;NA;NA;NA;8
"122";44456;1990;3;14;79;64,0351666666667;-11,4269166666667;235;"F";1;NA;39;NA;NA;NA;NA;8
"123";44455;1990;3;14;80;63,93875;-11,30375;367;"M";1;NA;62;NA;NA;NA;NA;8
"124";44455;1990;3;14;80;63,93875;-11,30375;367;"M";1;NA;28;NA;NA;NA;NA;8
"125";44454;1990;3;14;81;63,9536666666667;-11,5763333333333;368;"F";1;NA;42;NA;NA;NA;NA;8
"126";44454;1990;3;14;81;63,9536666666667;-11,5763333333333;368;"F";1;NA;33;NA;NA;NA;NA;8
"127";44452;1990;3;15;83;63,8003333333333;-12,1880833333333;406,5;"M";1;NA;56;NA;NA;NA;NA;8
"128";44452;1990;3;15;83;63,8003333333333;-12,1880833333333;406,5;"F";1;NA;39;NA;NA;NA;NA;8
"129";44450;1990;3;15;85;63,4554166666667;-11,7051666666667;398;"M";1;NA;48;NA;NA;NA;NA;8
"130";44445;1990;3;16;90;63,5128333333333;-10,9885;342;"M";1;NA;34;NA;NA;NA;NA;8
"131";44441;1990;3;16;94;64,2725833333333;-11,0739166666667;337,5;"F";1;NA;39;NA;NA;NA;NA;8
"132";44441;1990;3;16;94;64,2725833333333;-11,0739166666667;337,5;"M";1;NA;21;NA;NA;NA;NA;8
"133";44440;1990;3;16;95;64,3311666666667;-11,1024166666667;335;"M";1;NA;37;NA;NA;NA;NA;8
"134";44439;1990;3;16;96;64,2835;-11,2253333333333;323,5;"F";1;NA;39;NA;NA;NA;NA;8
"135";44435;1990;3;17;100;65,0403333333333;-11,8035833333333;223;"M";1;NA;48;NA;NA;NA;NA;8
"136";44649;1990;3;9;7;65,0451666666667;-23,6070833333333;147,5;"F";1;NA;39;NA;NA;NA;NA;8
"137";44644;1990;3;9;12;65,0083333333333;-25,715;166,5;"M";1;NA;67;NA;NA;NA;NA;8
"138";44643;1990;3;9;13;65,0448333333333;-25,9408333333333;170,5;"M";1;NA;56;NA;NA;NA;NA;8
"139";44643;1990;3;9;13;65,0448333333333;-25,9408333333333;170,5;"F";1;NA;46;NA;NA;NA;NA;8
"140";44643;1990;3;9;13;65,0448333333333;-25,9408333333333;170,5;"M";1;NA;43;NA;NA;NA;NA;8
"141";44642;1990;3;10;14;65,22825;-25,945;148;"F";1;NA;34;NA;NA;NA;NA;8
"142";44642;1990;3;10;14;65,22825;-25,945;148;"M";1;NA;49;NA;NA;NA;NA;8
"143";44642;1990;3;10;14;65,22825;-25,945;148;"M";1;NA;58;NA;NA;NA;NA;8
"144";44641;1990;3;10;15;65,3046666666667;-25,8765;141;"M";1;NA;51;NA;NA;NA;NA;8
"145";44639;1990;3;10;17;65,0175;-26,3246666666667;170,5;"F";1;NA;47;NA;NA;NA;NA;8
"146";44635;1990;3;11;21;65,4163333333333;-26,61325;207,5;"F";1;NA;57;NA;NA;NA;NA;8
"147";44753;1990;3;11;24;65,6625;-26,2883333333333;191;"M";1;NA;49;NA;NA;NA;NA;8
"148";44753;1990;3;11;24;65,6625;-26,2883333333333;191;"F";1;NA;58;NA;NA;NA;NA;8
"149";44752;1990;3;11;25;65,7041666666667;-26,525;192;"M";1;NA;63;NA;NA;NA;NA;8
"150";44750;1990;3;12;27;65,7864166666667;-26,7044166666667;287;"F";1;NA;49;NA;NA;NA;NA;8
"151";44747;1990;3;12;30;65,9488333333333;-26,5029166666667;282;"F";1;NA;53;NA;NA;NA;NA;8
"152";44746;1990;3;12;31;65,8554166666667;-26,3731666666667;269;"M";1;NA;57;NA;NA;NA;NA;8
"153";44744;1990;3;12;33;65,8135;-25,7995;197,5;"M";1;NA;34;NA;NA;NA;NA;8
"154";44739;1990;3;13;38;65,41525;-25,0949166666667;86,5;"F";1;NA;44;NA;NA;NA;NA;8
"155";44736;1990;3;13;41;65,7245;-25,4099166666667;170;"M";1;NA;59;NA;NA;NA;NA;8
"156";44731;1990;3;13;46;65,95225;-25,0863333333333;128,5;"M";1;NA;57;NA;NA;NA;NA;8
"157";44717;1990;3;15;60;65,9700833333333;-24,937;112,5;"F";1;NA;39;NA;NA;NA;NA;8
"158";44713;1990;3;16;64;66,2374166666667;-25,51225;162;"M";1;NA;41;NA;NA;NA;NA;8
"159";44710;1990;3;16;67;65,9804166666667;-25,8089166666667;182,5;"F";1;NA;56;NA;NA;NA;NA;8
"160";44707;1990;3;16;70;65,97425;-26,0369166666667;206;"M";1;NA;54;NA;NA;NA;NA;8
"161";44704;1990;3;17;73;66,0366666666667;-26,2461666666667;245,5;"F";1;NA;22;NA;NA;NA;NA;8
"162";44703;1990;3;17;74;66,1255;-26,0658333333333;276;"M";1;NA;28;NA;NA;NA;NA;8
"163";44700;1990;3;17;77;66,2856666666667;-25,7565833333333;307;"F";1;NA;62;NA;NA;NA;NA;8
"164";44699;1990;3;17;78;66,2831666666667;-25,8475833333333;370,5;"M";1;NA;40;NA;NA;NA;NA;8
"165";44698;1990;3;17;79;66,2846666666667;-25,1355833333333;139;"M";1;NA;32;NA;NA;NA;NA;8
"166";44695;1990;3;18;82;66,4013333333333;-24,1030833333333;123;"M";1;NA;41;NA;NA;NA;NA;8
"167";44211;1990;3;6;2;64,5699166666667;-24,62125;233;"F";1;NA;37;NA;NA;NA;NA;8
"168";44209;1990;3;6;4;64,7095833333333;-24,2748333333333;155,5;"M";1;NA;39;NA;NA;NA;NA;8
"169";44204;1990;3;6;9;64,9235833333333;-25,5556666666667;173,5;"M";1;NA;35;380;300;NA;NA;8
"170";44200;1990;3;7;13;64,77975;-26,4708333333333;195;"M";1;NA;59;NA;NA;NA;NA;8
"171";44198;1990;3;7;15;64,9585;-26,2999166666667;169,5;"M";1;NA;54;1500;1380;NA;NA;8
"172";44195;1990;3;7;18;64,87925;-27,2245833333333;396;"F";1;NA;62;2020;1980;NA;NA;8
"173";44191;1990;3;8;22;64,0351666666667;-26,7188333333333;403;"M";1;NA;53;NA;NA;NA;NA;8
"174";44189;1990;3;8;24;63,8408333333333;-25,7035833333333;239;"M";1;NA;54;1460;1300;NA;NA;8
"175";44186;1990;3;8;27;64,2179166666667;-25,28875;267,5;"F";1;NA;52;NA;NA;NA;NA;8
"176";44184;1990;3;8;29;64,3758333333333;-25,0214166666667;223;"F";1;NA;46;NA;NA;NA;NA;8
"177";44183;1990;3;8;30;64,2606666666667;-24,8245833333333;181,5;"M";1;NA;56;1580;1540;NA;NA;8
"178";44180;1990;3;9;33;64,11775;-24,7488333333333;219,5;"M";1;NA;32;NA;NA;NA;NA;8
"179";44179;1990;3;9;34;64,1476666666667;-24,813;203,5;"M";1;NA;50;NA;NA;NA;NA;8
"180";44178;1990;3;9;35;64,1401666666667;-24,95625;202;"M";1;NA;32;NA;NA;NA;NA;8
"181";44173;1990;3;9;40;64,08225;-23,5244166666667;128;"M";1;NA;42;NA;NA;NA;NA;8
"182";44171;1990;3;9;42;64,2339166666667;-23,5365833333333;118;"F";1;NA;30;NA;NA;NA;NA;8
"183";44169;1990;3;10;44;64,57925;-23,6668333333333;135;"M";1;NA;49;NA;NA;NA;NA;8
"184";44160;1990;3;10;53;63,7415833333333;-23,6058333333333;151,5;"M";1;NA;60;NA;NA;NA;NA;8
"185";44159;1990;3;11;54;63,6125833333333;-23,998;157;"F";1;NA;20;NA;NA;NA;NA;8
"186";44159;1990;3;11;54;63,6125833333333;-23,998;157;"M";1;NA;49;NA;NA;NA;NA;8
"187";44157;1990;3;11;56;63,784;-24,1998333333333;173;"M";2;NA;100;NA;NA;NA;NA;8
"188";44154;1990;3;11;59;63,775;-24,42;313,5;"M";1;NA;38;NA;NA;NA;NA;8
"189";44269;1990;3;12;72;63,235;-22,7820833333333;279,5;"M";1;NA;44;NA;NA;NA;NA;8
"190";44388;1990;3;12;77;63,464;-22,0166666666667;175,5;"M";1;NA;51;NA;NA;NA;NA;8
"191";44383;1990;3;13;82;63,1145833333333;-21,0693333333333;420;"M";2;NA;53;NA;NA;NA;NA;8
"192";44374;1990;3;14;91;63,3759166666667;-21,4831666666667;153,5;"F";1;NA;37;NA;NA;NA;NA;8
"193";44367;1990;3;15;98;63,42925;-20,6971666666667;93,5;"M";1;NA;22;NA;NA;NA;NA;8
"194";44355;1990;3;16;110;63,2685;-17,2825833333333;198,5;"M";1;NA;23;NA;NA;NA;NA;8
"195";41008;1989;3;4;18;64,0675;-14,7730833333333;115;"F";1;NA;54;NA;NA;NA;NA;8
"196";86483;1997;3;5;1;65,0841666666667;-13,0488333333333;166,5;"F";2;NA;47;NA;NA;NA;NA;8
"197";86485;1997;3;5;3;64,9393333333333;-12,4538333333333;162;"F";1;NA;49;NA;NA;NA;NA;8
"198";86483;1997;3;5;1;65,0841666666667;-13,0488333333333;166,5;"M";1;NA;35;NA;NA;NA;NA;8
"199";86483;1997;3;5;1;65,0841666666667;-13,0488333333333;166,5;"M";1;NA;25;NA;NA;NA;NA;8
"200";62539;1994;3;10;71;66,4344166666667;-23,7916666666667;146,5;"F";1;NA;48;NA;NA;NA;NA;8
"201";62603;1994;3;6;25;65,2033333333333;-27,0216666666667;239,5;"M";1;NA;57;NA;NA;NA;NA;8
"202";62607;1994;3;7;29;65,5608333333333;-26,2213333333333;160,5;"F";1;NA;56;NA;NA;NA;NA;8
"203";62608;1994;3;7;30;65,6653333333333;-26,2350833333333;177;"M";2;NA;61;NA;NA;NA;NA;8
"204";62835;1994;3;11;83;64,3774166666667;-25,03;213,5;"F";1;NA;49;NA;NA;NA;NA;8
"205";62837;1994;3;11;85;64,22125;-25,2911666666667;261;"F";1;NA;43;NA;NA;NA;NA;8
"206";62839;1994;3;11;87;64,1454166666667;-24,81925;195,5;"F";1;NA;31;NA;NA;NA;NA;8
"207";62840;1994;3;11;88;64,122;-24,7518333333333;212;"F";1;NA;41;NA;NA;NA;NA;8
"208";63011;1994;3;4;10;65,0741666666667;-12,2755;199,5;"M";1;NA;39;NA;NA;NA;NA;8
"209";63014;1994;3;5;13;65,1280833333333;-12,84225;185,5;"F";1;NA;49;NA;NA;NA;NA;8
"210";63048;1994;3;8;47;64,0833333333333;-13,225;198;"M";1;NA;51;NA;NA;NA;NA;8
"211";63051;1994;3;8;50;64,1991666666667;-12,8725;202,5;"F";1;NA;56;NA;NA;NA;NA;8
"212";63054;1994;3;9;53;64,3166666666667;-13,475;193;"F";1;NA;50;NA;NA;NA;NA;8
"213";63055;1994;3;9;54;64,325;-13,625;154;"M";1;NA;41;NA;NA;NA;NA;8
"214";63058;1994;3;9;57;64,4;-13,575;146,5;"M";1;NA;33;NA;NA;NA;NA;8
"215";63023;1994;3;6;22;64,0656666666667;-14,7929166666667;116,5;"F";1;NA;54;NA;NA;NA;NA;8
"216";63024;1994;3;6;23;63,8858333333333;-14,8563333333333;165,5;"M";1;NA;37;NA;NA;NA;NA;8
"217";63025;1994;3;6;24;64,00625;-15,17425;138,5;"M";1;NA;45;NA;NA;NA;NA;8
"218";63030;1994;3;6;29;63,5393333333333;-16,9114166666667;210;"M";1;NA;43;NA;NA;NA;NA;8
"219";63042;1994;3;8;41;64,0120833333333;-13,5275;176;"M";1;NA;50;NA;NA;NA;NA;8
"220";63047;1994;3;8;46;64,115;-13,1333333333333;298,5;"M";1;NA;51;NA;NA;NA;NA;8
"221";62929;1994;3;8;59;66,9155833333333;-14,7185;183,5;"F";1;NA;50;NA;NA;NA;NA;8
"222";62931;1994;3;9;61;67,0706666666667;-14,5189166666667;244,5;"F";1;NA;55;NA;NA;NA;NA;8
"223";62932;1994;3;9;62;66,8670833333333;-14,2396666666667;223;"M";1;NA;36;NA;NA;NA;NA;8
"224";62936;1994;3;9;66;66,7523333333333;-13,166;228,5;"M";1;NA;42;NA;NA;NA;NA;8
"225";62940;1994;3;10;70;65,8433333333333;-14,2199166666667;161,5;"M";1;NA;46;NA;NA;NA;NA;8
"226";62948;1994;3;10;78;66,5489166666667;-14,7583333333333;152,5;"F";1;NA;55;NA;NA;NA;NA;8
"227";62614;1994;3;7;36;65,951;-26,5046666666667;283,5;"M";1;NA;48;NA;NA;NA;NA;8
"228";62616;1994;3;7;38;65,81925;-26,0784166666667;231;"M";1;NA;23;NA;NA;NA;NA;8
"229";62620;1994;3;8;42;65,6075;-25,8515;125,5;"F";1;NA;51;NA;NA;NA;NA;8
"230";62627;1994;3;8;49;65,7218333333333;-25,3895;168;"M";1;NA;56;NA;NA;NA;NA;8
"231";62842;1994;3;12;90;64,0991666666667;-23,5306666666667;115,5;"F";1;NA;49;NA;NA;NA;NA;8
"232";62842;1994;3;12;90;64,0991666666667;-23,5306666666667;115,5;"F";1;NA;37;NA;NA;NA;NA;8
"233";62548;1994;3;11;80;66,376;-24,7533333333333;112;"F";1;NA;45;NA;NA;NA;NA;8
"234";62549;1994;3;11;81;66,4551666666667;-24,7445;109,5;"F";1;NA;50;NA;NA;NA;NA;8
"235";62550;1994;3;11;82;66,5021666666667;-24,8975;155;"M";1;NA;62;NA;NA;NA;NA;8
"236";62555;1994;3;12;87;66,2855833333333;-25,12775;142,5;"M";1;NA;56;NA;NA;NA;NA;8
"237";62819;1994;3;10;67;64,5061666666667;-24,44825;185;"M";1;NA;44;NA;NA;NA;NA;8
"238";62820;1994;3;10;68;64,5651666666667;-24,6171666666667;245,5;"F";1;NA;51;NA;NA;NA;NA;8
"239";62822;1994;3;10;70;64,5965;-23,6674166666667;124;"M";1;NA;79;NA;NA;NA;NA;8
"240";62789;1994;3;7;37;63,9891666666667;-23,6126666666667;136,5;"M";1;NA;50;NA;NA;NA;NA;8
"241";62789;1994;3;7;37;63,9891666666667;-23,6126666666667;136,5;"M";1;NA;52;NA;NA;NA;NA;8
"242";62693;1994;3;9;57;67,13875;-20,85025;230,5;"M";1;NA;57;NA;NA;NA;NA;8
"243";62697;1994;3;9;61;66,437;-21,2865;184,5;"M";1;NA;46;NA;NA;NA;NA;8
