long,lat,group
-18.19304036,65.85361666,1
-18.18906921,65.80446229,1
-18.17627295,65.79977705,1
-18.16973384,65.7959823,1
-18.19273062,65.79917691,1
-18.15038432,65.78246878,1
-18.16089418,65.73208847,1
-18.07578464,65.68845995,1
-18.08723839,65.67541347,1
-18.05849603,65.6687289,1
-18.07966291,65.67019596,1
-18.07833575,65.65635148,1
-18.07228365,65.66794942,1
-18.05664573,65.6549115,1
-18.03988677,65.66223766,1
-18.05573394,65.66854443,1
-18.04565886,65.67427424,1
-18.09381377,65.75140354,1
-18.05256441,65.81713835,1
-18.06430432,65.85103465,1
-18.10245612,65.88600539,1
-18.08789828,65.88817925,1
-18.13583904,65.91979278,1
-18.15060878,65.9170579,1
-18.13652401,65.90421088,1
-18.20083069,65.92052612,1
-18.20543748,65.93695127,1
-18.181814,65.95336035,1
-18.26235684,65.99564504,1
-18.30084046,66.05785165,1
-18.29706737,66.08020319,1
-18.32404584,66.12175092,1
-18.31197644,66.15539389,1
-18.27042923,66.17464775,1
-18.15705737,66.16982367,1
-18.13648569,66.15145755,1
-18.0941247,66.16522934,1
-18.06758868,66.14166792,1
-18.01868666,66.15549256,1
-17.93331254,66.14773488,1
-17.89160415,66.1330761,1
-17.89927389,66.12578692,1
-17.87850307,66.11076894,1
-17.82105295,66.10551971,1
-17.72475884,66.06460751,1
-17.6389912,65.98904007,1
-17.412399,65.99227151,1
-17.34439453,66.04044891,1
-17.36362307,66.05250647,1
-17.34959825,66.07038382,1
-17.3630534,66.07713384,1
-17.34011101,66.08181588,1
-17.35371037,66.09425677,1
-17.30219897,66.09611092,1
-17.25999786,66.11950327,1
-17.27010067,66.16916384,1
-17.22290611,66.19018475,1
-17.15311756,66.18727883,1
-17.14482736,66.20774016,1
-17.03251533,66.20597157,1
-16.98821019,66.18558078,1
-16.9494634,66.12717481,1
-16.89662877,66.1225707,1
-16.75661195,66.1376883,1
-16.49645029,66.19744256,1
-16.42995702,66.23747219,1
-16.41692605,66.27805145,1
-16.46881329,66.30638827,1
-16.47801195,66.33637575,1
-16.50780551,66.35376545,1
-16.50345807,66.37474346,1
-16.51770692,66.3809624,1
-16.50599325,66.39239635,1
-16.52604191,66.41323378,1
-16.49833043,66.41719645,1
-16.56902995,66.48477229,1
-16.54285975,66.5094796,1
-16.47635159,66.50454173,1
-16.43704553,66.51868573,1
-16.42436269,66.49744915,1
-16.37876446,66.51054423,1
-16.33221235,66.48654808,1
-16.27242865,66.48920739,1
-16.25269786,66.49568618,1
-16.25286939,66.51372308,1
-16.23791749,66.49983365,1
-16.21694454,66.50569016,1
-16.1962514,66.53771861,1
-16.06602879,66.51305725,1
-16.04956047,66.52293673,1
-16.06650033,66.52649403,1
-16.02213589,66.53676482,1
-15.97509556,66.50705754,1
-15.95508309,66.51354573,1
-15.96204473,66.49814583,1
-15.89062785,66.48580073,1
-15.92976896,66.48647774,1
-15.90897799,66.4800479,1
-15.94377064,66.47172811,1
-15.9260596,66.45654358,1
-15.94819753,66.45759095,1
-15.9364944,66.44711375,1
-15.94663793,66.43927591,1
-15.91977444,66.4325086,1
-15.93566937,66.41779288,1
-15.83651871,66.42285405,1
-15.82326424,66.41797032,1
-15.84685897,66.40704858,1
-15.83072742,66.39982295,1
-15.70259544,66.39628487,1
-15.6843813,66.32961929,1
-15.76120812,66.28019185,1
-15.72852644,66.25875907,1
-15.6845601,66.26390656,1
-15.70689222,66.2293618,1
-15.6249611,66.21995626,1
-15.58470765,66.23190296,1
-15.4185642,66.15992853,1
-15.35106757,66.16473847,1
-15.33172251,66.18125874,1
-15.34970499,66.2115678,1
-15.33646684,66.2580693,1
-15.11934535,66.26887821,1
-15.09690512,66.2798759,1
-15.10087838,66.29217032,1
-15.04226275,66.30329365,1
-15.00107397,66.34951299,1
-14.92999889,66.37033708,1
-14.82884721,66.38602459,1
-14.71351559,66.35850997,1
-14.53111832,66.37887758,1
-14.96674366,66.28312776,1
-14.9915127,66.25996459,1
-14.92671252,66.22058558,1
-14.938024,66.18695348,1
-15.08243797,66.13633167,1
-15.15055795,66.13201445,1
-15.18778971,66.10768266,1
-15.14827733,66.08960298,1
-15.05813041,66.09520477,1
-15.06092498,66.06717469,1
-15.09458582,66.04489045,1
-15.08255005,66.0378453,1
-14.90430709,66.03705503,1
-14.88912414,66.01466414,1
-14.85946162,66.00758143,1
-14.73144771,66.05877303,1
-14.67438286,66.04612906,1
-14.6479491,66.00253696,1
-14.61339867,65.9923915,1
-14.60475985,65.95819228,1
-14.63278326,65.90691003,1
-14.73031245,65.86161318,1
-14.72194408,65.8445154,1
-14.79285813,65.83673962,1
-14.82340491,65.80747421,1
-14.79817527,65.78350898,1
-14.82812344,65.79084536,1
-14.82957891,65.77206019,1
-14.89847964,65.75721822,1
-14.88530074,65.74701407,1
-14.76494712,65.78963897,1
-14.8556783,65.73667242,1
-14.84224409,65.7255496,1
-14.80243908,65.71895778,1
-14.68088537,65.75327579,1
-14.54959209,65.75695532,1
-14.33179802,65.79004788,1
-14.35001216,65.74983529,1
-14.38793448,65.72780029,1
-14.34066828,65.69197654,1
-14.07479919,65.61242154,1
-13.98219916,65.59977079,1
-13.93271083,65.61595018,1
-13.85849881,65.60923507,1
-13.84538216,65.5881469,1
-13.88457611,65.57363498,1
-13.81753485,65.56668651,1
-13.81562443,65.52832006,1
-13.79617572,65.52037089,1
-13.77003741,65.5218682,1
-13.73432779,65.55305481,1
-13.6938329,65.55321522,1
-13.67394277,65.55100127,1
-13.68363086,65.52696302,1
-13.65385957,65.53331515,1
-13.60767268,65.51221469,1
-13.62026705,65.46476426,1
-13.66002521,65.45689812,1
-13.63415952,65.42344941,1
-13.6750629,65.40733056,1
-13.64945538,65.38677456,1
-13.72788274,65.35820941,1
-13.83277404,65.36534901,1
-13.84699569,65.35485154,1
-13.7247774,65.32703304,1
-13.76974752,65.30796256,1
-13.86819888,65.30866375,1
-14.01149328,65.26608742,1
-13.84757542,65.2932233,1
-13.72224231,65.28524054,1
-13.69979059,65.29815489,1
-13.57684431,65.2660995,1
-13.67394235,65.2123635,1
-14.01925289,65.19023848,1
-13.62548922,65.18970673,1
-13.62636125,65.17089481,1
-13.65482707,65.14919448,1
-13.75895483,65.13229826,1
-13.64995204,65.13075414,1
-13.65588323,65.12135909,1
-13.70233683,65.10946469,1
-13.70658633,65.10601273,1
-13.62583004,65.11296883,1
-13.63589871,65.08524059,1
-13.51426671,65.16657076,1
-13.52470418,65.1111404,1
-13.54359229,65.09483857,1
-13.49462062,65.0764574,1
-13.54790418,65.04315096,1
-13.60826176,65.03382511,1
-13.61943822,65.02215769,1
-13.60231646,64.99921311,1
-13.66023398,64.98514931,1
-13.78707449,64.98744013,1
-13.86181569,65.03392877,1
-14.03303695,65.07694872,1
-14.04329585,65.07473999,1
-13.98949332,65.04184282,1
-14.15107427,65.02523423,1
-14.23896396,65.0334698,1
-14.24018471,65.02057364,1
-14.18060381,65.01282735,1
-13.9190864,65.00682612,1
-13.87534039,64.97419113,1
-13.78089476,64.94193376,1
-13.67976011,64.94153471,1
-13.6823645,64.91408298,1
-13.78704821,64.90776204,1
-14.04422189,64.93535445,1
-14.05149962,64.92821171,1
-14.02640593,64.91701945,1
-13.85506559,64.89941057,1
-13.75285779,64.86519604,1
-13.82840764,64.82509298,1
-13.95632908,64.83573037,1
-13.83228049,64.80783762,1
-13.83847543,64.79993121,1
-13.99157135,64.79666467,1
-14.03296984,64.7873059,1
-14.04230714,64.76966501,1
-14.03518299,64.7885504,1
-14.05395226,64.79117838,1
-14.04210038,64.79036124,1
-14.04220782,64.79557252,1
-14.07084949,64.79349503,1
-14.07344816,64.77631425,1
-13.98196536,64.73402896,1
-14.08250705,64.70002214,1
-14.22820235,64.68768966,1
-14.32445454,64.70336234,1
-14.34949673,64.73480606,1
-14.37190254,64.73360445,1
-14.37541462,64.75097634,1
-14.44194249,64.77235671,1
-14.44770265,64.78890413,1
-14.50174518,64.79200588,1
-14.45633113,64.77312528,1
-14.47462604,64.75587901,1
-14.4015789,64.73342929,1
-14.39383778,64.70480555,1
-14.34391691,64.68908185,1
-14.33998132,64.6730888,1
-14.28162084,64.65644669,1
-14.25933148,64.66482499,1
-14.25456606,64.64967218,1
-14.22497565,64.64577872,1
-14.25762194,64.63122065,1
-14.39484938,64.65854912,1
-14.49744457,64.65324925,1
-14.40796367,64.62393912,1
-14.40482123,64.60068436,1
-14.48809232,64.58471341,1
-14.56425783,64.59204415,1
-14.58722234,64.5764513,1
-14.56564836,64.55588942,1
-14.58053748,64.53897158,1
-14.46754327,64.54411266,1
-14.48680997,64.53062505,1
-14.48611805,64.52007582,1
-14.40946115,64.57371217,1
-14.36162707,64.59589664,1
-14.34044098,64.59660552,1
-14.48182133,64.5209499,1
-14.46422063,64.4983737,1
-14.50593792,64.46182455,1
-14.49857951,64.43713095,1
-14.530607,64.42294271,1
-14.54007947,64.40158495,1
-14.66917769,64.39449542,1
-14.76537881,64.37046189,1
-14.71364716,64.38976267,1
-14.6073432,64.40390112,1
-14.55033133,64.40671052,1
-14.63045917,64.42782426,1
-14.71202535,64.42391682,1
-14.71753507,64.39712674,1
-14.90600596,64.32346027,1
-14.91684653,64.30829389,1
-14.89938098,64.2821987,1
-14.96546681,64.25683248,1
-14.96100013,64.23987858,1
-15.19214713,64.23307398,1
-15.00823484,64.25565469,1
-15.05276719,64.28215638,1
-15.11474886,64.29137997,1
-15.13965149,64.27063454,1
-15.19490301,64.27826626,1
-15.1746712,64.2633577,1
-15.21207745,64.2409285,1
-15.22044153,64.26334658,1
-15.20276211,64.28101411,1
-15.21546961,64.28366025,1
-15.19627972,64.29619478,1
-15.24145247,64.27988496,1
-15.23475176,64.28821663,1
-15.23808809,64.29440892,1
-15.26176985,64.29346629,1
-15.248054,64.28215962,1
-15.26278568,64.2758789,1
-15.36715491,64.2906015,1
-15.38756876,64.28520345,1
-15.38027805,64.27016501,1
-15.42220267,64.26304851,1
-15.40770851,64.24060211,1
-15.22613713,64.24241626,1
-15.18592551,64.23023307,1
-15.42847465,64.23627859,1
-15.60070379,64.21751761,1
-15.69004181,64.2001018,1
-15.72191364,64.17574746,1
-15.95714876,64.13528236,1
-16.27038624,64.00940148,1
-16.54506642,63.87009425,1
-16.64016779,63.79863891,1
-17.31104788,63.77627501,1
-17.66052122,63.72019568,1
-17.78940707,63.66580143,1
-17.91478778,63.5434472,1
-18.17774495,63.45859594,1
-18.68698489,63.39658494,1
-18.97924771,63.41583623,1
-19.12735013,63.39812134,1
-19.73827476,63.52285289,1
-20.18991534,63.5365081,1
-20.7351187,63.75540992,1
-21.2062067,63.87960694,1
-21.33507754,63.87897854,1
-21.37511738,63.86675489,1
-21.36006785,63.85132669,1
-21.37286619,63.84498059,1
-21.65217883,63.82045192,1
-21.74129187,63.86073961,1
-21.81173477,63.8672097,1
-21.82911466,63.85169814,1
-21.97005709,63.83364041,1
-22.18046723,63.83033585,1
-22.34230983,63.85562304,1
-22.39672508,63.83881051,1
-22.40072363,63.82513739,1
-22.42137326,63.84188434,1
-22.46497113,63.8255036,1
-22.50844249,63.82937343,1
-22.53739072,63.81069134,1
-22.62816185,63.82090691,1
-22.70323031,63.79994115,1
-22.73790434,63.81696926,1
-22.69662997,63.85673281,1
-22.73864015,63.87425639,1
-22.73675345,63.89289719,1
-22.70924603,63.89721621,1
-22.6850412,63.93810993,1
-22.63046744,63.94134802,1
-22.64444092,63.94356895,1
-22.63401456,63.95262823,1
-22.7177775,63.95081138,1
-22.75392343,63.97311564,1
-22.71015579,64.00393634,1
-22.70824744,64.03537973,1
-22.72397972,64.03792771,1
-22.6940979,64.08299781,1
-22.64251096,64.07500341,1
-22.55683415,64.03072029,1
-22.53397894,63.97361634,1
-22.39571563,63.9699315,1
-22.3855692,63.97839436,1
-22.40120298,63.98287347,1
-22.35249986,64.01319485,1
-22.32423228,64.0074303,1
-22.26171836,64.03041824,1
-22.18375455,64.01335549,1
-22.12483607,64.04083179,1
-22.03992376,64.04075243,1
-21.99836361,64.06554996,1
-21.97680884,64.06195163,1
-21.98976946,64.06585769,1
-21.98753356,64.06966849,1
-21.95672974,64.06610972,1
-22.03243116,64.09211457,1
-22.00612446,64.09532264,1
-22.04369089,64.0950554,1
-22.02532515,64.11155693,1
-21.96623161,64.11552964,1
-21.9580009,64.10296898,1
-22.00843813,64.10195019,1
-21.93635416,64.09338401,1
-21.90341947,64.10420706,1
-21.94646773,64.11746159,1
-21.90079025,64.11793414,1
-22.03604241,64.15318236,1
-22.01680739,64.16330392,1
-21.97312213,64.15010498,1
-21.94617956,64.16043838,1
-21.93882395,64.16120991,1
-21.92883964,64.1600558,1
-21.94919784,64.15266447,1
-21.91583703,64.14615132,1
-21.86464795,64.15814007,1
-21.83899236,64.14631594,1
-21.84428398,64.12552863,1
-21.79511679,64.12715189,1
-21.82661399,64.14261464,1
-21.78962434,64.16012404,1
-21.82565585,64.17171371,1
-21.76959957,64.15581874,1
-21.70723247,64.17515225,1
-21.77707025,64.17705967,1
-21.7581696,64.18561136,1
-21.7686678,64.1953366,1
-21.71166208,64.20712204,1
-21.82568315,64.20699479,1
-21.81182172,64.22361223,1
-21.83713277,64.23875746,1
-21.90857743,64.23247454,1
-21.73160118,64.34263693,1
-21.63428634,64.33442453,1
-21.61497236,64.34237214,1
-21.67775287,64.35228707,1
-21.57104287,64.37712359,1
-21.55820304,64.37534033,1
-21.56243361,64.36253091,1
-21.4143989,64.35671686,1
-21.41476427,64.37040152,1
-21.35517919,64.38494865,1
-21.45696445,64.3702717,1
-21.46749796,64.37123917,1
-21.42466561,64.38687525,1
-21.64182793,64.40315746,1
-21.90744412,64.30722728,1
-22.09509155,64.30863983,1
-22.1050223,64.31475582,1
-22.00302277,64.34873186,1
-21.98218018,64.37342734,1
-21.85825887,64.37556705,1
-21.88232278,64.38035123,1
-21.86189599,64.38705536,1
-21.87415299,64.39696484,1
-21.89309846,64.38480791,1
-21.93605225,64.40005566,1
-21.99570571,64.38688649,1
-21.97985872,64.37665821,1
-22.04106095,64.40507075,1
-22.01439525,64.42359653,1
-22.01606487,64.43784114,1
-22.00627532,64.45469182,1
-22.00089915,64.45764633,1
-21.99510573,64.45786482,1
-22.0114069,64.43594256,1
-21.98931673,64.44384752,1
-21.99462063,64.46136391,1
-21.95058347,64.51382113,1
-21.90217713,64.51553491,1
-21.88788244,64.5322883,1
-21.77870126,64.53394266,1
-21.78384442,64.54554787,1
-21.8261797,64.54555139,1
-21.76249497,64.58166689,1
-21.88667248,64.56525832,1
-21.90720048,64.54923344,1
-21.90692861,64.54047818,1
-21.89587954,64.53608078,1
-21.89750363,64.53487418,1
-21.93040344,64.53755034,1
-21.90870874,64.55178595,1
-21.91683819,64.55806815,1
-21.96514746,64.54756768,1
-21.97671548,64.52695933,1
-22.02445427,64.5185154,1
-22.01915414,64.53010195,1
-22.02104088,64.53135715,1
-22.05061116,64.52965132,1
-22.0799172,64.50643873,1
-22.08200885,64.47270655,1
-22.11106673,64.47829886,1
-22.16018423,64.45996395,1
-22.15163287,64.46858016,1
-22.1370897,64.47197363,1
-22.13471644,64.47515727,1
-22.1842664,64.46846854,1
-22.18459599,64.47679549,1
-22.20071228,64.48022515,1
-22.19651186,64.49628925,1
-22.22079803,64.50639282,1
-22.22714597,64.49758497,1
-22.22089378,64.48358087,1
-22.22661208,64.47620929,1
-22.22797215,64.49326151,1
-22.24317405,64.48234047,1
-22.24309265,64.49510212,1
-22.20547676,64.53286858,1
-22.23058034,64.53600742,1
-22.21711417,64.5517479,1
-22.22683575,64.55727988,1
-22.23286854,64.5476026,1
-22.27546571,64.54566324,1
-22.23029843,64.56073857,1
-22.2671028,64.57421004,1
-22.30398929,64.5541645,1
-22.35287453,64.56151634,1
-22.32985946,64.58975744,1
-22.36247398,64.58284359,1
-22.33930628,64.62094218,1
-22.36279233,64.61365321,1
-22.38346219,64.64123263,1
-22.45064828,64.66046031,1
-22.43296252,64.66958366,1
-22.44252443,64.66079153,1
-22.37645228,64.64153664,1
-22.32305965,64.68040923,1
-22.34700305,64.68248933,1
-22.34252022,64.69350877,1
-22.41527573,64.66809008,1
-22.40957941,64.68670643,1
-22.37485998,64.69886807,1
-22.37549988,64.71765231,1
-22.34605451,64.71331118,1
-22.32699668,64.72660424,1
-22.33944404,64.74021278,1
-22.30795495,64.7557889,1
-22.36285889,64.77061746,1
-22.44331805,64.76199963,1
-22.40519406,64.79011345,1
-22.42347689,64.78398365,1
-22.45687397,64.78228477,1
-22.40956849,64.79452426,1
-22.41308153,64.81257969,1
-22.42407552,64.7996516,1
-22.45852513,64.7984235,1
-22.46194718,64.81172427,1
-22.50281819,64.79599219,1
-22.52087693,64.80989325,1
-22.59450999,64.7798898,1
-22.55244751,64.77722999,1
-22.64074906,64.77044689,1
-22.69063256,64.78032012,1
-22.62275473,64.78353264,1
-22.67138976,64.78708951,1
-22.65468214,64.79438005,1
-22.67780518,64.80722123,1
-22.76235141,64.79962776,1
-22.69974197,64.77289285,1
-22.84628323,64.80126839,1
-22.99240621,64.80701242,1
-23.02652871,64.7955511,1
-23.36462845,64.82719296,1
-23.39278969,64.7984699,1
-23.43505057,64.79108403,1
-23.59450803,64.80089537,1
-23.6209657,64.78829178,1
-23.61620513,64.76730937,1
-23.64465717,64.75225854,1
-23.64260972,64.73998044,1
-23.8025826,64.727543,1
-23.91550459,64.75090181,1
-23.97295622,64.81431971,1
-24.03740716,64.85363611,1
-24.04603959,64.88550063,1
-23.98760877,64.88141407,1
-23.91741256,64.91827703,1
-23.84171733,64.9265756,1
-23.63368513,64.88982699,1
-23.59511012,64.91545734,1
-23.52654377,64.9191842,1
-23.48243424,64.95223811,1
-23.41761247,64.9479377,1
-23.35605955,64.97201157,1
-23.32577466,64.95295501,1
-23.34309865,64.93675819,1
-23.31881785,64.93164845,1
-23.32331097,64.9463723,1
-23.30641051,64.95059308,1
-23.29150205,64.93567293,1
-23.30881871,64.92478115,1
-23.22727494,64.92296902,1
-23.20216678,64.94755337,1
-23.22939761,64.99446403,1
