whale.id;serial.number;survey.id;date.caught;date.autopsy;length;weight;felt.maturity;sex;pathology;min.between.death.and.autopsy;cause.of.death;age;age.sd;notes;latitude;longitude;bormicon.area;maturity;lon;lat;month;year;NS;stomach.volume;stomach.weight
21054;C0701;;2007-05-15 20:00:00;2007-05-15;773;;pregnant;Female;Nei;114;Hrefnuranns.03-07;13.9;;;64.0883333333333;-15.9666666666667;9;pregnant;-15.9666666666667;64.0883333333333;May;2007;South;33;14.4516017316017
21055;D0704;;2007-08-26 15:00:00;2007-08-26;717;4062;pregnant;Female;JÃ¡;88;Hrefnuranns.03-07;;;;65.985;-22.8033333333333;2;pregnant;-22.8033333333333;65.985;Aug;2007;North;50;34.65
21057;D0702;;2007-04-27 16:00:00;2007-04-28;735;3361;pregnant;Female;JÃ¡;916;Hrefnuranns.03-07;10;0.5;;65.665;-21.4933333333333;2;pregnant;-21.4933333333333;65.665;Apr;2007;North;50;26.85
21058;D0703;;2007-04-28 15:00:00;2007-04-28;814;4520;pregnant;Female;JÃ¡;45;Hrefnuranns.03-07;20.2;0.6;;65.4548333333333;-20.995;2;pregnant;-20.995;65.4548333333333;Apr;2007;North;110;3.75
21063;D0705;;2007-08-27 15:00:00;2007-08-27;682;4165;pregnant;Female;JÃ¡;46;Hrefnuranns.03-07;11.2;;;65.985;-22.8033333333333;2;pregnant;-22.8033333333333;65.985;Aug;2007;North;3;0.188
21065;D0706;;2007-08-28 18:00:00;2007-08-28;840;5301;pregnant;Female;JÃ¡;66;Hrefnuranns.03-07;27.5;;;66.2733333333333;-21.945;2;pregnant;-21.945;66.2733333333333;Aug;2007;North;23;0.8
21066;D0707;;2007-08-29 13:00:00;2007-08-29;838;5685;pregnant;Female;JÃ¡;66;Hrefnuranns.03-07;22.6;;;66.2883333333333;-21.9183333333333;2;pregnant;-21.9183333333333;66.2883333333333;Aug;2007;North;130;19.7
21068;D0708;;2007-09-02 16:00:00;2007-09-02;731;4358;mature;Male;JÃ¡;26;Hrefnuranns.03-07;16.3;;;64.6983333333333;-23.5283333333333;1;mature;-23.5283333333333;64.6983333333333;Sep;2007;South;70;17.845
21069;B0701;;2007-05-09 10:00:00;2007-05-09;803;;mature;Male;Nei;46;Hrefnuranns.03-07;21.3;;;64.3011666666667;-22.3786666666667;1;mature;-22.3786666666667;64.3011666666667;May;2007;South;15;11.64
21070;B0702;;2007-05-14 20:00:00;2007-05-14;701;;mature;Male;Nei;55;Hrefnuranns.03-07;14.9;0.3;;64.282;-22.6476666666667;1;mature;-22.6476666666667;64.282;May;2007;South;12.5;16.58
21072;B0703;;2007-05-15 16:00:00;2007-05-15;802;;mature;Male;Nei;359;Hrefnuranns.03-07;32.9;;;64.234;-23.0976666666667;1;mature;-23.0976666666667;64.234;May;2007;South;10;0
